titulo,herramientas,descripcion,ubicacion,presencialidad,funciones,jornada,experiencia,tipo_contrato,salario,fecha_scrapeo,url,portal
Senior Data Analyst,"['SQL', 'Tableau', 'Looker']","We are a leading fintech in Europe and Latin America. Our main offering is focused on providing finance solutions to retail customers. The company is among the fastest growing fintech companies in Europe and the only one Spanish one included at FT 1000. Besides,  is also the first carbon-neutral financial technology firm in the region.",barcelona,Remoto parcial,"The Risk Data Analyst is responsible for collecting, organizing, and interpreting statistical information to transform it into specific actions. They play a crucial role in managing and mitigating risks within an organization. The primary focus of the role is to analyze data related to risk, monitor performance, and implement quality control plans to identify areas for improvement.Function:SQL querying and result visualization:Utilize strong knowledge of SQL to query databases and visualize the results effectively.Data gathering and analysis, searching for patterns:Collect and analyze data to identify patterns and insights that inform risk management decisions.Statistical analysis of portfolio performance:Conduct statistical analysis to evaluate the performance of the risk portfolio.  Monitoring and preparation of improvement actions for Risk KPIs:Monitor key performance indicators (KPIs) related to risk and develop action plans for improvement.Monitoring and analysis of credit portfolio and credit process efficiency:Monitor and analyze the credit portfolio to assess its efficiency and identify areas for optimization in the credit process.Creation and improvement of reports:Develop reports to effectively communicate risk-related information, and continuously enhance reporting processes.Analysis of external providers' data to be included in statistical models:Analyze data from external providers and incorporate it into statistical models used for risk assessment.",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/Data/senior-data-analyst-1011,talenthacker
Production Support/ Site Reliability Engineer,['Agile Methodology'],"Es una empresa global dedicada a los seguros y servicios financieros que ofrece una amplia gama de productos y servicios a clientes individuales y empresas. Sus principales áreas de negocio incluyen: Seguros de vida, seguros de salud, seguros de accidentes y discapacidad, seguros de empresas, planificación financiera, productos de ahorro y jubilación, etc. Es relevante señalar que es una empresa con presencia global y adapta sus ofertas a las necesidades y regulaciones locales. ",madrid,Remoto parcial,"Responsable de supervisar y dirigir toda la producción tecnológica de la empresa (resolución de incidencias, problemas, etc)Diseñar planes para la mejora de productos incluyendo la ejecución de pruebas de diseño. Contacto con diferentes áreas de negocio y equipos extranjeros.Contacto constante con el equipo de ventas, infraestructura, etc. Utilización de metodologías ágiles. Reporta al director de IT",Jornada completa,2 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/Development/production-support-site-reliability-engineer-1037,talenthacker
Marketing - Data Analyst,"['Digital Marketing', 'Analysis', 'Data Analysis', 'Conversion Rate (eCommerce)']","Our client is a company creating a disruptive product for the marine industry, contributing to safe and efficient navigation. They are looking for a talented Marketing - Data Analyst who can help them build the future of boating.",barcelona,Remoto parcial,"We value performance, autonomy, clear thinking, and practical skills over years of experience. The cross-functional nature of the role provides many different ways for you to make an impact. These will be the challenges you will frequently face:Set up, analyze, and optimize the acquisition and conversion funnel to turn leads into customers.Develop an analytics system that helps us understand product usage, user satisfaction, and supports our product development process.Data Marketing Analysis: Collecting, cleaning, and analyzing data related to marketing activities, such as advertising campaigns, social media, emails, etc.Audience Segmentation: Identifying and segmenting specific audiences based on demographic data, purchasing behaviors, and other relevant variables.ROI Analysis: Evaluating the performance of marketing investments to determine the effectiveness of strategies and campaigns.Predictive Modeling: Utilizing statistical techniques and algorithms to forecast future outcomes and trends in marketing, aiding in strategic decision-making.Reporting and Visualization: Creating clear and understandable data reports and visualizations to communicate findings and recommendations to marketing teams and leadership.",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/Digital/marketing-manager-performance-analytics-1031,talenthacker
AI-Computer Vision developer,"['IA', 'C', 'C++', 'Python']","Empresa global de tecnología y consultoría, brindando soluciones innovadoras en los mercados de transporte y defensa. Además, lidera la Transformación Digital y Tecnologías de la Información en España y América Latina. Con presencia en múltiples países, generó ingresos significativos en el último año financiero.
 ",madrid,Remoto parcial,"Responsabilidades:

Participar en proyectos internacionales relacionados con sistemas de visión e inteligencia artificial.
Desarrollar soluciones para el reconocimiento e identificación de vehículos en tiempo real utilizando visión artificial, especialmente en el ámbito de peajes.
Colaborar en el control de vehículos en tiempo real para peajes.
Demostrar habilidades técnicas sólidas en el manejo de tecnologías como Nvidia Jetson, Tensor Flow y TensorRT.
Trabajar en estrecha colaboración con el equipo de desarrollo para implementar soluciones eficientes y de alta calidad.
Brindar asesoramiento técnico y recomendaciones basadas en las necesidades del cliente.
Participar en reuniones y presentaciones tanto internas como externas para demostrar los avances y resultados del proyecto.
",Jornada completa,2 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/Development/consultor-de-producto-991,talenthacker
Arquitecto de Datos,"['Python', 'PySpark', 'ETL (Extract, Transform and Load)', 'SQL', 'NoSQL']","Empresa global de tecnología y consultoría, brindando soluciones innovadoras en los mercados de transporte y defensa. Además, lidera la Transformación Digital y Tecnologías de la Información en España y América Latina. Con presencia en múltiples países, generó ingresos significativos en el último año financiero.",madrid,Remoto parcial,"Responsabilidades:Diseñar y desarrollar arquitecturas basadas en microservicios para soluciones de ingeniería de datos.Construir y optimizar pipelines de datos, ETLs y trabajos en batch y en tiempo real utilizando Python y PySpark.Trabajar con bases de datos SQL y NoSQL, como PostgreSQL, MySQL, MongoDB y Cassandra.Utilizar tecnologías de Big Data, como Spark, Kafka y Flink, para el procesamiento y análisis de datos.Colaborar con equipos multidisciplinarios en proyectos de Mobility as a Service, especialmente en los sectores de ferrocarril y aeropuertos.Liderar y coordinar equipos, siendo responsable de la arquitectura de la ingeniería de datos.Diseñar y crear APIs, siguiendo el enfoque Api First Design y utilizando herramientas como OpenAPI y Swagger.Mantenerse actualizado sobre las últimas tendencias y tecnologías en el campo de la ingeniería de datos y aplicarlas en los proyectos.",Jornada completa,5 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/Data/arquitecto-de-datos-990,talenthacker
GOLANG Back End Developer,"['Go', 'RESTful API', 'AWS']","Our Client is a banking-as-a-service platform that provides companies with the tools they need to access and read bank accounts, move money, and onboard users with ease through our Open Banking API. We are an international team with a digital focus, tech expertise, and banking experience.
 
A Fast-growing company where your work will have a tangible impact on our future. You’ll join an international team of experts from tech, entrepreneurship, and banking to build a company that is a pioneer in its market space -- a unique opportunity in the fintech landscape.",barcelona,Remoto parcial,"

Produce quality code, raising the bar for the whole team on quality and speed
Regularly communicate with stakeholders, project managers, quality assurance teams, and other developers regarding progress on the long-term technology roadmap
Create and maintain workflows with teams to provide visibility and ensure workload balance for consistent visual designs
Recommend system solutions by comparing the advantages and disadvantages of custom development and purchase alternatives


Daily and Monthly Responsibilities
 


Write code and tests, build prototypes, solve issues, profile and analyze bottlenecks
Design perform, robust APIs to support mobile and desktop clients
Manage and optimize scalable distributed systems on the cloud
Optimization of web applications for performance and scalability
Develop automated tests to ensure business needs are met and allow for regression testing


 ",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/Development/back-end-developer-1002,talenthacker
Cloud Engineer,"['Azure', 'Infrastructure', 'CI/CD', 'DevOps']","One of the most important insurance companies in the world, being Top Employer in 5 countries of the European Union, is in a moment of transformation of all digital assets. Aiming to develop the best services, user experience to work in a changing industry. Company that seeks personal and professional growth of the teams, developing all IT teams under Agile methodologies. Working on international projects to make the firm a disruptive environment and with the ability to make a global impact on all the assets it offers.
On this occasion, we offer an indefinite Cloud Engineer. We provide you with the following information:
What is the purpose/mission of the position?
IT specialist who develops a company’s computing strategy. This strategy incorporates cloud adoption plans and cloud application design. Support for application architecture and deployment in cloud environments.",Madrid,Remoto,"
Create a well-informed cloud architecture and manage the adaption process.
Work closely with IT security to monitor the company&#39;s cloud privacy.
Respond to technical issues in a professional and timely manner.
Offer guidance to the different software engineers in architecture principles
Identify the top cloud architecture solutions to successfully meet the strategic needs of the company.
Collaborate with IT/Agile teams to achieve the cloud strategy and to apply EA governance processes and principles
Research new opportunities for improving the current IT stack
Educate squad members and technical leads through training and individual support.
Identify and evaluate current technical solutions and technologies choices
Create a fluid, end-to-end vision for modern architectures, headless and MASA architectures
Hands on day to day development activities using Azure cloud computing services
Participation in solution design, concept visualization and functional and technical requirements definition and documentation.
Integrate technical functionality (e.g. scalability, security, performance, data recovery, reliability, etc.)
Produce and enforce development standards and technical standards
Maintain a corporate repository of all technical architecture artifacts and procedures
Assess technical implementation procedures to ensure they comply with internal and external regulations, best practices and corporate policies.
Recommend solutions to improve new and existing IT systems.
Deep knowledge on integration platforms, integration patterns, modern front-end frameworks and engagements platforms.
Strong knowledge of technical structure systems
Stay current on the latest technology trends, standards, and practices.
",Jornada completa,5 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/SysOps/cloud-engineer-1082,talenthacker
Manager Workplace Services,"['ServiceNow', 'IT Manager']","International project management, working with external suppliers. Mainly you will develop professionally within a very close cross-corporate environment of supplier management, KPIs studies, SLAs and review if the service is being correct in all areas of the business. ",madrid,Remoto parcial,"A crossover role between supplier management, international studies and global review of the services provided within the work environment. ",Jornada completa,8 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/Digital/manager-workplace-services-846,talenthacker
SAP Consultant,"['SAP', 'MM', 'SD', 'HANA']","The company operates in the sector of mineral-based solutions and innovations, serving a wide range of industries including mining, metallurgy, construction, agriculture, and environmental sectors. This organization is recognized for its commitment to developing sustainable and environmentally responsible products and processes. They specialize in the production of mineral-based additives, like bentonite and sepiolite, which find applications in drilling fluids, animal nutrition, and civil engineering, among others. With a global presence and a strong focus on research and development, this company plays a significant role in advancing technologies and solutions that address industry-specific challenges and needs worldwide.",madrid,Remoto parcial,"The SAP consultant within this company will be primarily responsible for several key tasks within the SD (Sales and Distribution) and MM (Materials Management) modules. Their role involves developing and implementing changes and new functionalities within these modules while adhering to agreed-upon timelines. This includes debugging programs to identify and resolve issues and creating functional designs for these developments.
In addition to development work, the consultant will play a crucial role in knowledge transfer by providing SAP training to end-users. They will also be responsible for preparing both functional and technical documentation related to SAP processes and functionalities. Furthermore, the consultant will serve as an advisor in the logistics processes to ensure alignment with IT requirements.
Another important aspect of the role is to provide support to the IT manager during meetings with vital logistics users, contributing their expertise to address specific challenges and requirements.
Lastly, the SAP consultant will offer ongoing support and guidance to key users of SAP applications within the SAP R3 system, ensuring the smooth operation and effective utilization of these systems throughout the organization.",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/Development/sap-consultant-1008,talenthacker
Ingeniero/a Soluciones Cloud,"['AWS', 'AZURE', 'Docker', 'Kubernetes']","Empresa dedicada a salvaguardar lo que consideran más valioso. Destacan como la principal aseguradora española a nivel mundial y la multinacional líder en seguros en Latinoamérica, figurando entre los 15 principales grupos europeos en cuanto a volumen de primas.
Con una sólida trayectoria de 90 años, sienten un profundo orgullo al ofrecer soluciones innovadoras en seguros y servicios para proteger a individuos y empresas en todo el globo. La misión se centra en acompañar a los clientes, facilitando su progreso con tranquilidad y contribuyendo al desarrollo de una sociedad más sostenible y solidaria. Se comprometen a brindar lo mejor de sí cada día, manteniéndose siempre cercanos a los 31 millones de clientes que confían en ellos.
Con presencia en todos los continentes, aseguran solvencia, fomentan la innovación, proporcionan un servicio de primera y actúan con integridad. En su visión, creen en el potencial de las personas. Su equipo multicultural y diverso impulsa el éxito, haciendo realidad la visión y misión con talento, pasión y experiencia a diario.
Están buscando incorporar un/a Ingeniero/a Soluciones Cloud.",Madrid,Remoto parcial,"
Organizar la implementación de las soluciones Cloud a nivel de microservicios, eventos para los sistemas Cloud del Sistemas de Gestión Comercial para su correcta evolución contemplando tanto los requisitos funcionales como no funcionales desde el punto de vista de escalabilidad y seguridad.
Diseñar los sistemas de Gestión Comercial con una visión de producto para maximizar sus capacidades de integración con los restos de sistemas de la compañía.
Organizar la implementación de Arquitectura Operaciones Cloud de los Sistemas de Gestión Comercial, basada en una Arquitectura de Contenedores, Microservicios y Eventos.
Definir, ejecutar y monitorear los controles de observabilidad de la correcta ejecución de los diferentes productos digitales que se desarrollen dentro de los sistemas Cloud de Gestión Comercial, así como el correcto desempeño de la plataforma Operaciones que dan soporte a los distintos componentes.
Organizar la implementación de automatizaciones y controles de seguridad en los pipelines y herramientas en los ciclos DevOps para los sistemas Cloud del Sistemas de Gestión Comercial.
",Jornada completa,5 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/SysOps/ingenieroa-soluciones-cloud-1092,talenthacker
Cloud Architect,"['AWS', 'Azure', 'Google Cloud Platform', 'COBIT', 'ITIL']","Horario de entrada y salida flexibles, libertad para gestionar asuntos personales o familiares.",Madrid,Presencial,"La empresa ofrece o financia un seguro de salud, además del reglamentario.",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/SysOps/cloud-architect-793,talenthacker
Network Engineer/ SDWAN,"['Network Engineer', 'WAN', 'Azure', 'API', 'Cisco']","Horario de entrada y salida flexibles, libertad para gestionar asuntos personales o familiares.",madrid,Remoto parcial,"La empresa ofrece o financia un seguro de salud, además del reglamentario.",Jornada completa,5 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/SysOps/network-engineer-wan-828,talenthacker
Ingeniero Soluciones AI MLops,"['MLOps', 'Data', 'Cloud']","Empresa dedicada a salvaguardar lo que consideran más valioso. Destacan como la principal aseguradora española a nivel mundial y la multinacional líder en seguros en Latinoamérica, figurando entre los 15 principales grupos europeos en cuanto a volumen de primas.
Con una sólida trayectoria de 90 años, sienten un profundo orgullo al ofrecer soluciones innovadoras en seguros y servicios para proteger a individuos y empresas en todo el globo. La misión se centra en acompañar a los clientes, facilitando su progreso con tranquilidad y contribuyendo al desarrollo de una sociedad más sostenible y solidaria. Se comprometen a brindar lo mejor de sí cada día, manteniéndose siempre cercanos a los 31 millones de clientes que confían en ellos.
Con presencia en todos los continentes, aseguran solvencia, fomentan la innovación, proporcionan un servicio de primera y actúan con integridad. En su visión, creen en el potencial de las personas. Su equipo multicultural y diverso impulsa el éxito, haciendo realidad la visión y misión con talento, pasión y experiencia a diario.",Madrid,Remoto parcial,"
Diseño de ecosistema de soluciones relacionadas con DATAOPS y MLOPS
Generación de infraestructura con IaC (infraestructura como código) .
Establecer mejores prácticas de DevSecOps para entornos de Plataforma DATA.
Implementar y ejecutar la estrategia DATAOPS u MLOPS en nuestra Plataforma de Datos 
Organizar la implementación de automatizaciones y controles de seguridad en los pipelines y herramientas en los ciclos MLOPS.
Definir, ejecutar y monitorear los controles de observabilidad de la correcta ejecución de los diferentes productos que se desarrollen dentro de la Plataforma, así como el correcto desempeño de la plataforma Operaciones que dan soporte a los distintos componentes.
",Jornada completa,De 3 a 5 años de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/Data/ingeniero-soluciones-ai-mlops-1091,talenthacker
Consultor SAP Success Factors,"['SAP', 'Success Factors', 'HR']","Somos la organización líder en el ámbito de las comunicaciones físicas, digitales y en la gestión de envíos. Nuestra meta fundamental consiste en proporcionar un servicio completo de alto nivel, brindando alternativas y servicios que abarcan todo el espectro de actividades relacionadas con el comercio electrónico, con el propósito de hacer más sencilla la vida de nuestros clientes. Alcanzamos la distribución de más de 5.100 millones de envíos anualmente y llegamos a 19 millones de residencias y dos millones de entidades comerciales.
Buscamos un Consultor SAP Success Factors (Recruiting Marketing).",Madrid,Remoto parcial,"
Implementación y personalización de SAP SuccessFactors para gestionar la información de empleados.
Configuración y mantenimiento de la gestión de tiempos y asistencias en SAP HR.
Colaboración en proyectos de migración de datos y actualización de políticas de recursos humanos.
Brindar soporte técnico y solucionar problemas relacionados con SAP SuccessFactors y SAP HR.
",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/Development/consultor-sap-success-factors-1057,talenthacker
Jefe de Proyecto Ciberseguridad / Operaciones B2B,"['ciber', 'cloud']","Empresa líder en el sector de las telecomunicaciones ofrece un ambiente de trabajo innovador y dinámico, con múltiples oportunidades de desarrollo profesional y personal. Su compromiso con la excelencia en el servicio y la satisfacción del cliente la hacen una excelente opción para invertir en el futuro. En este momento están buscando un Jefe de Proyecto Ciberseguridad / Operaciones B2B",Madrid /Barcelona,Remoto parcial,"
Necesitamos reforzar la observabilidad porque vamos en reactivo con la proactividad incluyendo el ciberataque y fraude.
Dar soporte y gestión de proyectos ICT de Clientes B2B de acuerdo con los objetivos de la Unidad de Negocio referencia a los productos de Ciberseguridad Cloud y Fluxvision/Big Data.
Interlocución directa con clientes B2B. Gestión, ejecución y seguimiento de solicitudes de clientes.
Definición y aplicación de las configuraciones del servicio en base necesidad del cliente y los servicios solicitados.
Mejora continua de los procesos de atención en provisión y posventa de los servicios de Ciberseguridad, Cloud  Fluxvision/Big Data.
Resolver cualquier necesidad del cliente en el mínimo plazo posible, respetando los SLA comprometidos
Documentación de la provisión y emisión del RFS (Ready for Service) a cliente con validación de éste y posterior activación en facturación.
Conciliación de servicios activados con los distintos proveedores.
Reporting &amp; análisis: CdM de KPI’s , informes a cliente.

 

Gestión de Proyectos relacionados con Ciberseguridad, Cloud y Fluxvision/Big Data.
Gestión de riesgos. Asesoramiento a cliente en seguridad tecnológica, orientando y dando soporte a cliente en las modificaciones de configuración solicitadas, asegurando la optimización en la defensa ante ataques y vulnerabilidades.
Gestionar el backlog de provisiones de Ciberseguridad acorde a los objetivos de B2B, y poner en marcha las medidas correctoras necesarias para el cumplimiento de los compromisos con los clientes.
Visitar si es necesario a los clientes clave para asegurar una adecuada configuración de los productos de
Ciberseguridad/Cloud.
Diseñar, elaborar e implementar la configuración de servicio creando la documentación técnica necesaria.
Coordinar las formaciones a cliente con proveedores de servicio o realizar formaciones directas a cliente.
Proveer de feedback de mejoras detectadas de la relación con clientes y vendors para el portfolio de
Ciberseguridad, Cloud y Fluxvision/Big Data de B2B para que sean implementadas en nuevas releases.
Realizar propuestas de mejora sobre los sistemas de soporte a los servicios.
Analizar y gestionar el performance de partners, en relación con los servicios de Ciberseguridad, como valor añadido al portfolio estándar de B2B, con especial foco en los servicios profesionales.
Control de KPIs para seguimiento de proyectos y partners.
Reporte y seguimiento con el responsable del equipo ICT de B2B de los distintos servicios, procesos y actividades, así como seguimiento de los objetivos.
",Jornada completa,5 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/SysOps/jefe-de-proyecto-ciberseguridad-operaciones-1093,talenthacker
Analista Navision,['Navision'],"Es una firma de abogados y asesores fiscales que brinda servicios legales y de consultoría en cuestiones relacionadas con el derecho empresarial y tributario en Madrid, España. Sus servicios suelen incluir asesoramiento legal y fiscal a empresas en áreas como la planificación fiscal, la representación en procedimientos legales y tributarios, la estructuración de transacciones comerciales, la gestión de impuestos y la resolución de conflictos legales. ",madrid,Remoto parcial,Buscan a un Analista de Microsoft Dynamics Business Central y Navision para integrase en un equipo multidisciplinar de transformación digital. ,Jornada completa,1 año de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/Development/analista-navision-1049,talenthacker
Consultor de SAP,"['SAP', 'FI-CO', 'RE-FX']","Spanish multinational company specialised in property development, investment and management. The leading outlet operator in Spain and Poland, it has two proprietary brands: The Style Outlets and FACTORY. This Company manages 17 outlet centres and 4 retail parks and over 800 brands in six European countries: France, Germany, Italy, Poland, Spain and the Netherlands. As part of its commitment to sustainability, Building Tomorrow roadmap sets out specific goals aimed at creating a positive impact on society and the environment, increasing the company’s resilience and enhancing its employee engagement.
 ",madrid,Remoto parcial,"As an SAP Consultant these are the key responsibilities:

Being a reference at the corporate level in the area of SAP solutions for internal and external
stakeholders during the whole lifecycle of the product.
Continuous process improvements. Development, coordination, and setup of new functionalities and projects in SAP and other applications like NAM, Opentext, BW, and BPC, focused on the financial arena but also in any other business area using SAP business solutions.
Proposing the implementation of new processes in business applications tools SAP-related
Problem resolution, change requests, and setup according to best practices and business requisitions, supervising the actual customized SAP solution implemented to maintain business operations.
Maintain and improve systems and data integration between SAP and other applications.
Training to end users. Documentation. Support to internal and external stakeholders
Intensive collaboration with other departments like Asset Management, Leasing, Marketing,
Administration, Human Resources, Digital & IT, in headquarters and countries to identify and implement best practices in the market
Communicate at all levels with different media and tools.
",Jornada completa,4 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/Digital/consultor-de-sap-1027,talenthacker
Investigador Ciberseguridad,"['Investigador', 'Research', 'Ciberseguridad', 'Cybersecurity']","Este centro tecnológico sin ánimo de lucro ubicado en Madrid juega un papel clave en la cadena de valor del desarrollo tecnológico. Ofrece proyectos de I + D sostenibles y seguros a sus clientes y socios industriales, en línea con las necesidades económicas y sociales actuales.
Desarrollan proyectos innovadores en sus propias instalaciones de laboratorio en tres áreas estratégicas: Materiales Avanzados, Agroalimentación y Transformación Digital. Actualmente buscamos Investigador/a en Ciberseguridad.",Madrid,Remoto parcial,"Las principales funciones para llevar a cabo serán:

Gestión de proyectos de I+D+i nacionales y europeos sobre Ciberseguridad en el área de la Transformación Digital: desarrollo de ideas o concepto de soluciones innovadoras, redacción de propuestas, confección de presupuestos, liderazgo técnico en el desarrollo de soluciones software en el equipo de trabajo, reuniones técnicas con clientes y socios, manejo de bibliografía científica y de herramientas de desarrollo de software.
Desarrollo a nivel de prueba de concepto de prototipos (PoC) no comercializables o cercano a mercado, para soluciones de identidad, respuesta a incidentes y monitorización, protocolos de compartición y trazabilidad de activos de forma segura, soluciones digitales de protección de datos y regulación en el contexto de la ciberseguridad aplicados en diversos verticales del negocio del departamento de digital: cadena de valor en sistemas de economía circular, sistemas de salud electrónica (e-health), Energía, Movilidad, Infraestructuras críticas o Industria 4.0.
",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/Development/investigador-senior-ciberseguridad-1035,talenthacker
Full Stack Developer,"['Full Stack', 'Python', 'Django', 'Angular']","Quieren transformar y simplificar el proceso de alquiler y gestión de una vivienda. Han desarrollado un software que cubre todo el ciclo del alquiler de principio a fin, conectando a los mejores propietarios con los mejores inquilinos en función de sus preferencias a través de un avanzado sistema y proporcionándoles una sencilla herramienta de autogestión de todos los pasos y procesos del alquiler.
Esta es una gran oportunidad para dejar huella y crear el futuro del sector inmobiliario a través de la innovación. Trabaja junto a Byld, Corporate Venture Builder español que diseña, válida y lanza nuevos proyectos, y con corporaciones inmobiliarias como Forcadell o Anzizu, para crear un gran impacto.",Madrid,Remoto parcial,"Buscan un Full Stack Developer a tiempo completo, apasionado por las startups y el sector PropTech, dispuesto a trabajar con nuevas ideas y nuevos proyectos, con ganas de trabajar y cambiar las reglas.
Responsabilidades: 

Desarrollar, mantener y optimizar el código frontend y backend para nuestra plataforma web.
Colaborar con los miembros del equipo para diseñar e implementar nuevas funciones.
Asegurarse de que el código base siga siendo escalable, sólido y fácil de entender.
Ayudar a solucionar problemas y resolver problemas en toda nuestra tecnología.

 ",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/Development/full-stack-developer-1059,talenthacker
Full Stack Developer,"['Java', 'Spring', 'SQL', 'Javascript']","Nuestro cliente es una empresa francesa de consultoría y desarrollo de software que se especializa en soluciones tecnológicas para la cadena de suministro y la logística. La empresa ofrece una amplia gama de servicios y soluciones de software, incluyendo consultoría estratégica, implementación de sistemas, integración de sistemas, desarrollo de software personalizado y mantenimiento de aplicaciones. ",Madrid,Remoto parcial,"Nuestro cliente busca la incorporación de un Desarrollador Full Stack que trabaje en el desarrollo, mantenimiento y testeo de uno de los software de logística más avanzados del mercado.

Sus funciones serán las siguientes:

Se integrará en los equipos de desarrollo tanto de la parte de Gestión de Almacenes como de Transporte.
Participará en los ciclos de desarrollos desde las fases de diseño técnico (inicialmente supervisado), desarrollo y pruebas unitarias.
A medida que adquiera experiencia participará en los ciclos de pruebas de integración y funcionales.
Participará en los despliegues de los aplicativos en los entornos del cliente en dependencia del analista técnico y/o funcional.
Participará en labores de correctivo y preventivo asi como en soportes que puedan requerirse fuera del horario habitual solicitados por el cliente derivados de la instalación de baselines, puestas en marcha y soportes in situ.
",Jornada completa,De 2 a 3 años de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/Development/full-stack-developer-976,talenthacker
Analista Programador SAP Senior,"['analista programador', 'SAP', 'ABAP']","Es una sociedad gestora de patrimonio inmobiliario, especializada en la prestación de servicios globales a vehículos de inversión.
Actualmente gestiona 10.000 viviendas en alquiler propiedad de terceros en SAP con los siguientes módulos (RE-FX, FI, CO, PM, MM, PS, TRM, PS, SD y BCM).
Buscan a un Analista Programador SAP Senior.",Madrid,Remoto parcial,"El departamento de procesos tiene como objetivo principal definir y ejecutar las estrategias definidas por la compañía:

Liderar los análisis y diseños de nuevos requerimientos de los distintos departamentos de la empresa asegurando la integración con los distintos sistemas existentes.
Proponer soluciones que racionalicen los recursos necesarios para la gestión del negocio a través de estandarización y automatización de procesos existentes en la compañía.
Proporcionar asesoramiento a los distintos departamentos de la empresa.
Generación de información de resultados de gestión.
",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/Development/analista-programador-sap-senior-1083,talenthacker
Consultor SAP RH,"['SAP', 'HR', 'Consultant']","Empresa multinacional mexicana de restaurantes de franquicias.
Compañía operadora de restaurantes líder en América Latina y Europa, con marcas de reconocimiento global dentro de los segmentos de Comida Rápida, Cafeterías, Comida Casual, y Restaurante Familiar.
Se encarga de la distribución de suministros y servicios administrativos, financieros y humanos de las cadenas de comida que se establecen en México. Sin embargo, sus operaciones se expanden por diversos países de América del Sur como Chile, Argentina y Colombia y Europa.
Estamos buscando incorporar a nuestro equipo un Consultor SAP RH..",Madrid,Remoto parcial,"
Aplicación de cambios legales HR
Adaptación del sistema SAP HR por cambios solicitados por HR
Parametrización estándar del módulo SAP HCM
Proporcionar consultoría de apoyo a las aplicaciones HR mediante el asesoramiento, la orientación y las actividades técnicas apropiadas.
Toma de requerimientos y coordinación con proveedores y usuarios de las mejoras propuestas por negocio como evolutivos del módulo SAP HCM.
Validación funcional de los nuevos desarrollos, planificación y coordinación de las puestas en producción de los evolutivos en SAP HCM.
Resolución de incidencias
Mantenimiento del módulo SAP HCM y herramientas HR desarrolladas para usuarios
Revisión con los usuarios de HCM de los estados de las solicitudes
Asesoramiento y soporte a usuarios en uso y buenas prácticas en SAP HCM
Análisis funcionales, ejecución de evolutivos de HCM
Mantenimiento del sistema SAP HCM con novedades liberadas por SAP
Apoyo a usuarios HR en la aplicación de cambios
",Jornada completa,5 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/Development/consultor-sap-rh-1058,talenthacker
Jefe de Proyecto Navision,['Navision'],"Es una firma de abogados y asesores fiscales que brinda servicios legales y de consultoría en cuestiones relacionadas con el derecho empresarial y tributario en Madrid, España. Sus servicios suelen incluir asesoramiento legal y fiscal a empresas en áreas como la planificación fiscal, la representación en procedimientos legales y tributarios, la estructuración de transacciones comerciales, la gestión de impuestos y la resolución de conflictos legales.",madrid,Remoto,Buscan a un Jefe de proyecto con al menos 4/5 años de experiencia técnica en Microsoft Navision para integrarse en un equipo multidisciplinar de transformación digital. Se va a centrar en desarrollos nuevos como desarrollos ya existentes al igual que en la resolución de problemas etc. ,Jornada completa,4 años  de experiencia,Indefinido,Salario no disponible,2024-01-27,https://talenthackers.net/spots/Development/jefe-de-proyecto-navision-1050,talenthacker
