titulo,empresa,fecha,herramientas,descripcion,ubicacion,funciones,jornada,experiencia,tipo_contrato,salario,fecha_scrapeo,url,portal
Desarrollador/a Ruby on Rails,Serem,29/01/2024,"Ruby on Rails, Javascript, HTML, MySQL","En SEREM estamos comprometidos con diversos proyectos y queremos contar con los mejores profesionales del sector. Nos encontramos en búsqueda activa de un/a Desarrollador/a Ruby on Rails para importante cliente ubicado en Madrid. Formato híbrido.Requisitos:Titulación: Ciclo Formativo Grado Medio / Superior (Ciencias, Ingenierías, Matemáticas, Tecnología)Requisitos mínimos: Ruby on Rails, Javscript - HTML, MySQL, Agile-Scrum, Jenkins2 años de experiencia en desarrollo softwareConocimientos métodos de Autenticación digitalConocimientos de servicios en Cloud AWSConocimientos en CloudWatch AWS, Elastic, ProxySQL, Jenkins, New Relic‌Funciones: Desarrollo de Software definidos en JIRA mediante Ruby On Rails sobre entorno Linux.Realizar las pruebas estáticas y dinámicas de seguridad de acuerdo a los procedimientos definidosDiseño, construcción y mantenimiento de test y despliegues automáticosRealización de pruebas de calidad del software Contribuir a la definición de la arquitectura y de las soluciones de la plataformaColaboración en la realización de testing de la plataformaFomentamos un ambiente de trabajo multicultural e inclusivo, no discriminamos por edad, género o creencias; así como ofrecemos igualdad de oportunidades a todo el personal.Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad.Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción.Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato.",Madrid - España,Programador,Jornada completa,2 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/desarrollador-ruby-on-rails-madrid/ruby-on-rails-javascript-html-mysql-agi/rf-b85311f5d28e43146b4e,tecnoempleo
Desarrollador/a Web en Python (Django),Krell Consulting & Training,29/01/2024,"python, django","OFERTA DE EMPLEO: Desarrollador/a Web en Python con Enfoque en DjangoDescripción del Puesto:En Krell Consulting, estamos en la búsqueda de un/a Desarrollador/a Web en Python con especialización en Django, que posea un sólido conocimiento en Javascript, CSS/HTML y SQL. Esta posición ofrece una emocionante oportunidad para formar parte de un equipo dinámico y trabajar en proyectos innovadores desde la comodidad de tu hogar.Responsabilidades:Desarrollar y mantener aplicaciones web utilizando Python con un enfoque principal en el framework Django.Colaborar estrechamente con el equipo de desarrollo para diseñar, implementar y mantener soluciones efectivas y eficientes.Asegurar la compatibilidad y optimización del rendimiento de las aplicaciones en diferentes navegadores y dispositivos.Trabajar con bases de datos SQL para el almacenamiento y recuperación eficiente de datos.Requisitos:Experiencia mínima de 2 años en desarrollo web.Nivel alto o experto en Python, con un enfoque específico en Django.Conocimiento experto o muy alto en Javascript.Conocimiento intermedio de CSS/HTML.Conocimiento intermedio en lenguaje SQL.Beneficios:Oportunidad de trabajo remoto al 100%.Participación en proyectos emocionantes y desafiantes.Ambiente de trabajo colaborativo y orientado al equipo.Desarrollo profesional continuo.Salario:Ofrecemos un salario competitivo de hasta 28.000€ brutos anuales, basado en la experiencia y habilidades del candidato/a seleccionado/a.",100% En remoto,Analista Programador,Jornada completa,2 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/desarrollador-web-en-python-django-remoto/python-django/rf-90131ac0d258c38e0546,tecnoempleo
Ingeniero de Software,PSS,29/01/2024,"java, C++, Linux, Jira","¿Te apetece formar parte de una compañía en pleno crecimiento? ¿Y trabajar rodeado del mejor TALENTO en proyectos realmente innovadores? En PSS es posible y nos gustaría conocerte.Actualmente estamos buscando un Ingeniero de Software para incorporarse a un proyecto novedoso del sector aereo para nuestra Software Lab.Para ello, ¿Qué necesitamos?-  Experiencia en gestión y liderazgo de equipos - Conocimientos de JAVA (Versión 6) y C++ (estándar C++98) - Conocimientos de herramientas de compilación y depuración en C++ sobre Linux (gcc, make, gdb) - Conocimientos de Linux mediante terminal (bash shell, ssh) - Repositorio SVN - Conocimientos de la herramienta JIRAY llegados a este punto... ¿qué te ofrecemos?- Contrato indefinido (proyecto estable).- Horario flexible + 3 meses de jornada intensiva en verano.- Modalidad de trabajo remota.- Salario en función de la experiencia aportada.- Plan de carrera y formación continua- Retribución flexible: te brindamos diversos beneficios sociales, tales como seguro médico privado, ticket restaurante, ticket guardería y/o ticket transporte, para que disfrutes de un completo bienestar.- Campaña de referenciados: Si tienes algún amigo del sector que crees que encaja en nuestras vacantes, tráelo a trabajar contigo, ¡tendrás un premio!PSS comprometida con la Igualdad.",Madrid - España,Programador,Jornada completa,Más de 5 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/ingeniero-software-madrid/java-c-linux-jira-svn-bash/rf-5786123a22fc33820044,tecnoempleo
Programador/a Cobol - AS400,PSS,29/01/2024,"cobol, as400","¿Te apetece formar parte de una compañía en pleno crecimiento? ¿Y trabajar rodeado del mejor TALENTO en proyectos realmente innovadores? En PSS es posible y nos gustaría conocerte.¡Actualmente buscamos un perfil de Programador/a Cobol / AS400 para incorporarse a un proyecto del sector retail en Madrid para uno de nuestros más potenciales clientes!Para ello, ¿Qué necesitamos?- Disponer de, al menos, 2 años de experiencia realizando las funciones propias del puesto.Y llegados a este punto... ¿qué te ofrecemos?- Contrato indefinido (proyecto estable).- Horario flexible + jornada intensiva en verano.- Modalidad de trabajo: 3 días presenciales en oficina de cliente en Madrid (zona Ramón y Cajal).- Salario en función de la experiencia aportada.- Incorporación inmediata.- Plan de carrera y formación continua- Retribución flexible: te brindamos diversos beneficios sociales, tales como seguro médico privado, ticket restaurante, ticket guardería y/o ticket transporte, para que disfrutes de un completo bienestar.- Campaña de referenciados: Si tienes algún amigo del sector que crees que encaja en nuestras vacantes, tráelo a trabajar contigo, ¡tendrás un premio!PSS comprometida con la Igualdad.",Madrid (Híbrido),Analista Programador,Jornada completa,2 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/programador-cobol-as400-hibrido/cobol-as400/rf-8de51646e2caf339ff43,tecnoempleo
Analista Programador/a Java (Horario Tardes),Redsys,29/01/2024,"java, Rest, Soap, WEB","Redsys, compañía líder en medios de pago en España, requiere incorporar en plantilla interna a varios perfiles para participar en un novedoso proyecto en LATAM. El horario comenzará a las 15:00 horas hasta las 23:00h aprox. El trabajo puede realizarse desde otras provincias ya que tendrán alto porcentaje en remoto.Buscamos desarrolladores y analistas programadores bajo tecnología JavaEntre las responsabilidades:• Colaborar con el análisis, diseño y definición de módulos/aplicaciones y en su arquitectura.• Mantenimiento y desarrollo de aplicaciones.• Diseño, documentación y ejecución de batería de pruebas.• Cumplir con los calendarios de entrega de trabajos.• Aplicar las normas de calidad definidas.• Soporte y resolución de incidencias en entorno de Producción• Colaborar con el resto del equipo al que pertenece en la transmisión del conocimiento.• Asistir a reuniones con clientes del proyecto en el que participe.Conocimientos específicos para Java:• 4-5 años de experiencia Java 8.• 4-5 años de experiencia en desarrollo de servicios REST.• Dominio de lenguajes para el desarrollo de aplicaciones web en capa cliente y servidor: HTML, Javascript, JQuery, AngularJS, CSS• Dominio en Sistemas de Control de Versiones y Repositorios de Código Fuente. GIT, SVN.• Conocimientos Base de Datos relacionales (DB2) y frameworks de persistencia de datos: Hibernate, JPA• Conocimientos de todo el ciclo de vida de desarrollo web.• Conocimientos en el desarrollo seguro para aplicaciones web.• Conocimiento en Agile (Kanban, Scrum).",Córdoba (Híbrido),Analista Programador,Jornada completa,3-5 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/analista-programador-java-horario-tardes-hibrido/java-rest-soap-web-angula/rf-58b411c4324623176a42,tecnoempleo
Analista Prog. COBOL CICS DB2 (Alemán C1),Incoming Domain,29/01/2024,"cobol, cics, db2","TELETRABAJO para Desarrolladores (AF, AT, AP, PS) en alguno de los siguientes entornosOFERTAS ACTIVAS:( SE VALORARA NIVEL DE INGLES C1)( NIVEL ALEMAN C1CORE BANKING: CONOCIMIENTO GENERAL DE BANCA ( NO REQUIERE INGLES )                  1.- ANALISTA  DE REQUERIMIENTOS ,  FUNCIONAL  Y  PRUEBAS DE USUARIO                   2.- ANALISTA CORE BANKING REGULATORIO ( MERCADOS FINANCIEROS Y MEDIOS DE PAGO)DWH / ETL . . : INFORMATICA, PL-SQLFrontEnd. . . . : HTML5, HTML, CSS3,APPVERSE, QWT, JAVA SCRIPT , REACTBackEnd. . . . : Indispensable APIs, Spring MVC, API, Maven, GIT, JIRA,. . . . . . . . . . . . : Docker, Kubernetes, Openshift, JUnit, Nexus, SonarQ,. . . . . . . . . . . . : Spring Data, Swagger, AgileJAVA. . . . . . . : J2EE, J2SE,SCRIPT,(SHELL,PYTHON,PERL). . . . . . . . . . . . : MICROSERVICIOS. . . . . . . . . . . . : (SVN,GIT) (API Rest,RAML,Springboot,). . . . . . . . . . . . : (JIRA,REMEDY,GITLAB)HOST . . . . . . : COBOL, CICS,, DB2 , JCLMicrosoft . . . : .NET, C#, VISUAL BASIC ANGULAR , SQL SERVERMobility. . . . . : IOS, ANDROIDOther . . . . . . : C/C++,VISUAL BASICTesting . . . . . : QA, SCRUM,AUTOMATION, MANUAL...DBA . . . . . . . : LINUX,DOCKER,KUBERNETES,JENKINS,ANSIBLE. . . . . . . . . . . .: (MAVEN,GRADLE)(JUNIT,KARMA,JASMINE). . . . . . . . . . . . : (PYTHON,JAVA,GROOVY). . . . . . . . . . . . : (ADMINISTRACION DE REDES)DATABASE . . . : SQL Server, ETLs,DTSX, VISUAL BASIC , . NET , SASTIBCO :                BPM , LINUX",Madrid - España,Analista,Jornada completa,3-5 años,Indefinido,21.000 €-30.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/analista-prog-cobol-cics-db2-aleman-c1-madrid/cobol-cics-db2/rf-c2c817b5922103525940,tecnoempleo
Java MICROSERVICIOS,CAS TRAINING,26/01/2024,"java, microservicios, cypress, react","Cas Training, empresa de referencia con más de 20 años en consultoría tecnológica, outsourcing y formación especializada.🎯Estamos buscando un/una Ingeniero/a o arquitecto/a con nivel de experiencia media en arquitecturas de microservicios con tecnologías java y springboot. Sector Industria.​📍Requisitos:- Conocimientos y experiencia en picos de carga y monitorización de servicios encapsulados en contenedores tipo kubernetes. •Tareas de desarrollo de frontend en entornos complejos con microfrontend y herramientas de integración. •Uso de react testing library y cypress así como conocimientos de referencias en React y hooks. •Realización de tareas de testing, desarrollo e integración en productos transversales al cliente. 💼 Ofrecemos:​Remoto💯% en España, (No fuera de España).Contratación indefinida.Acceso gratuito a nuestro catálogo anual de formación (Somos Partner de Microsoft, Redhat, Amazon, Google Cloud Platform, Oracle, ITIL, entre otros!)Salario competitivo negociable en base a la experiencia.​​Entorno laboral agradable y proyectos estables.",100% En remoto,Analista Programador,Jornada completa,2 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/java-microservicios-remoto/java-microservicios-cypress-react-hooks-kuberne/rf-bff517bbb27ff310fb4b,tecnoempleo
Arquitecto/a AZURE Cloud,CAS TRAINING,26/01/2024,"azure, cloud, aks, devops","Cas Training, empresa de referencia con más de 20 años en consultoría tecnológica, outsourcing y formación especializada.🎯Estamos buscando un/una Arquitecto/a Cloud con experiencia en Azure y conocimientos en arquitecturas basadas en kubernetes para acompañar en cambio tecnológico en cliente (Oficina de arquitectura). * Sector: Industria.​📍Requisitos:- AKS DevOps Charts Helm - Definición de arquitecturas cloud, kubernetes, microservicios.💼 Ofrecemos:​Remoto💯% en España, (No fuera de España).Contratación indefinida.Acceso gratuito a nuestro catálogo anual de formación (Somos Partner de Microsoft, Redhat, Amazon, Google Cloud Platform, Oracle, ITIL, entre otros!)Salario competitivo negociable en base a la experiencia.​​Entorno laboral agradable y proyectos estables.",100% En remoto,Administrador,Jornada completa,2 años,Indefinido,39.000 €-42.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/arquitecto-azure-cloud-remoto/azure-cloud-aks-devops-kubernetes/rf-d92d1075f28893a5d746,tecnoempleo
Técnico de Soporte N1,arelance,26/01/2024,"soporte, Jira, datagloe","En Arelance, sabemos que las personas son el activo más importante dentro de una empresa. Por ello, invertimos tiempo y dedicación para encontrar los mejores profesionales de hoy y de mañana.En este momento, buscamos incorporar una persona con experiencia como Técnico de Soporte con disponibilidad de realizar guardias en La Finca, Pozuelo.¿QUÉ BUSCAMOS?- Profesionales con disponibilidad  para trabajar a turnos 7-3-11 24x7 festivos y fines de semana todo el año.- Nivel de Inglés alto.- Conocimiento de Planificación don Dataflow.- Experiencia previa de Ticketing en Jira. - Experiencia previa de monitorización en ELK.- Conocimiento de alertado con Grafana. ¿QUÉ OFRECEMOS?     - Contrato Indefinido     - Posibilidad de crecimiento dentro de la empresa     - Formación para que sigamos creciendo juntos     - Banda salarial depende de la experiencia aportada Si te interesa una oportunidad como esta inscríbete y nos pondremos en contacto para conocerte lo antes posible 😊",Madrid (Presencial),Administrador,Jornada completa,2 años,Indefinido,21.000 €-24.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/tecnico-soporte-n1-presencial/soporte-jira-datagloe/rf-e8d51193828423d50245,tecnoempleo
Perfil Especialista en pruebas,CAS TRAINING,26/01/2024,"SDET, ISTBQ","Cas Training, empresa de referencia con más de 20 años en consultoría tecnológica, outsourcing y formación especializada, selecciona a Perfil Especialista en pruebas para formar parte de importante proyecto REMOTOEXPERIENCIA: 5 añosConocimientos imprescindibles (tecnología) perfl especialista en SDET, conocimientos de metodologías ISTBQ, selenium, java, phyton, jmeter, aplicados a desarrollo de script de pruebas.Conocimientos deseables (tecnología): Funcionalidad bancaria, confirmingDetalles técnicos del puesto: SDET para hacerse cargo de la batería de pruebas automáticas de la plataforma, actualmente 300 CT y el crecimiento de esa batería. Habría dos personas junior a su cargo para realizar estas tareas. Inglés medio deseableMetodología de Trabajo (Waterfall/Agile/Otra) AgileExperiencia gestión de equipos (detallar nº de FTE´s y si parte del equipo es en remoto) DESEABLESe ofrece:• Formar parte de un equipo altamente cualificado en una empresa en proceso de expansión.• Participar en proyectos innovadores y punteros para grandes clientes de primer nivel en distintos sectores de mercado.• Proyectos de larga duración, estabilidad profesional y progresión laboral.• Contratación Indefinida.• Acceso gratuito al catálogo de formación anual de Cas Training.• Salario negociable en base a la experiencia y valía del candidato/a.",100% En remoto,Programador,Jornada completa,Más de 5 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/perfil-especialista-en-pruebas-remoto/sdet-istbq/rf-3a3a1bd5e2c9731dfc48,tecnoempleo
Administrador/a BBDD - DBA - MS SQL Server,LÃBERIT,26/01/2024,"SQL Server, Azure","En Lãberit buscamos incorporar a un/a Adminsitrador/a de Bases de Datos.¡Nos presentamos!Estamos especializados en el desarrollo de software y soluciones tecnológicas. Una de las empresas líderes en el sector IT de nuestro país y seleccionada como la cuarta mejor empresa para trabajar según el ranking de Jobquire sobre grandes empresas.Operamos en los sectores de las administraciones públicas, la industria y la sanidad, banca y seguros, telco y media y energía y utilities; y con intereses crecientes en Latinoamérica, África, Estados Unidos, Unión Europea y Reino Unido. De esta manera, Lãberit se posiciona como vertebrador del carácter emprendedor valenciano y el instinto de los primeros mediterráneos. Contamos con oficinas en las principales ciudades españolas y Latinoamérica.¿Cuáles serán tus funciones?Principalmente, la persona debe cumplir con el rol de DBA para entornos de MIcrosoft SQL Server donde deberá ejercer las siguientes funciones:-Administrador de bases de datos entorno Microsoft SQL Server principalmente en instancias de servidor (Gestión de seguridad, Planes de mantenimiento, análisis de rendimiento, propuestas mejora, ...).-Gestión de SQL como servicio, principalmente en Azure.-Nivel avanzado en administración de Sistemas Operativos Windows Server.-Colaboración con equipos de desarrollo para mejora de implementaciones.-Implementación entornos de alta disponibilidad: Log Shipping, clusterización, ...Te responsabilizarás del cumplimiento de niveles de servicio del motor de BBDD en entornos de producción de clientes.¿Cómo nos gustaría que fueras?- Persona con calidad humana.- Capacidad de trabajo en equipo.- Ganas de seguir aprendiendo- Proactivo/a y resolutivo/a.¿Qué ofrecemos?- Formación continua.- Plan de carrera profesional.- Flexibilidad horaria para adaptar la jornada de trabajo a nuestras necesidades.- Jornada intensiva en verano.- Flexibilidad y conciliación.- Formar parte de un grupo profesional y humano con un excelente ambiente de trabajo.- Beneficios sociales: seguro médico, retribución flexible. En Lãberit, somos centro de formación TIC y tendrás a tu disposición formaciones en diferentes tecnologías y áreas...- Actividades de team building.-El día de tu cumpleaños es libre.¿A qué estás esperando?¡Únete a la empresa donde las personas son lo más importante!-Nivel avanzada en tareas DBA en MS SQL Server.-NIvel avanzado en Herramientas de diagnóstico de rendimiento de BBDD.-NIvel Avanzado en implementaciones SQL como servicios en Azure.* También valoraremos si tienes certificaciones asociadas a estas tecnologías.",Valencia (Híbrido),Base de Datos/DBA,Jornada completa,3-5 años,Indefinido,33.000 €-42.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/administrador-bbdd-dba-ms-sql-server-hibrido/sql-server-azure/rf-deb61a825285e3f49c4c,tecnoempleo
Jefe Proyecto IT BANCA,Grupo NS,26/01/2024,"PM, PMO","En Grupo NS seleccionamos un perfil PM PMO Senior, con experiencia contrastada de + 5 años en gestión de proyectos IT en sector bancario, para participación en proyecto financiero internacional de primer nivel. Se requiere aportar también un nivel fluido en inglés (B2-C1). Proyecto modalidad remota (desde España) con reuniones puntuales.Grupo NS, es una empresa donde se valora tanto el perfil profesional tecnológico de los trabajadores, como el interés y la aptitud que demuestren a la hora de desarrollar nuevos proyectos.Por ello, requerimos personas constantes, con ganas de evolucionar y aprender.Se debe aportar experiencia previa de +5 años en:* Gestión y liderazgo end to end de la ejecución de un proyecto.* Capacidad de interlocución con todos los equipos implicados en el proyecto (equipo IT, Organización, Negocio)* Sólido background técnico (aplicaciones de distintas tecnologías y entornos)* Idiomas: Inglés nivel B2-C1, hablado y escrito* Conocimiento de la metodología AgileFunciones:* Consolidar la información recibida para tener una foto única de todas las regiones.* Documentar la información recibida para presentarla a los auditores (PPT’s, Visio o alguna otra herramienta similar)* Asegurar el cumplimiento de los procedimientos internos* Coordinación de todas las fases del proyecto incluyendo la definición funcional junto a los usuarios, la definición técnica, la fase de pruebas y el despliegue en producción.* Interlocución con los responsables de aplicaciones de diferentes países.",100% En remoto,Jefe de Proyecto,Jornada completa,Más de 5 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/jefe-proyecto-it-banca-remoto/pm-pmo/rf-7adf17c59217a35cb840,tecnoempleo
Admin. de Sistemas Linux AWS 100% remoto,arelance,26/01/2024,"linux, aws","En Arelance, sabemos que las personas son el activo más importante dentro de una empresa. Por ello, invertimos tiempo y dedicación para encontrar los mejores profesionales de hoy y de mañana.No empleando menos tiempo en escoger en nuestros clientes los mejores proyectos con proyección y en donde aportar todo tu conocimiento y ganas de seguir creciendo.En este momento, buscamos incorporar una persona con experiencia como Administrador/a de Sistemas UNIX/LINUX para proyecto a largo plazo, con disponibilidad de realizar guardias 100% remoto.¿QUÉ BUSCAMOS?     - Perfil con conocimiento en Administración de Sistemas         Linux/Unix de al menos 3 años.      - Experiencia operando sistemas en AWS de al menos 2        año (EC2, NLB, ASG y RDS).     - Conocimiento de las herramientas Kubernetes,         Terraform o Ansible.     - Conocimiento de gestión de scripts en Bash, python, etc.     - Experiencia en Git (cloning, branching...)     - Perfil con conocimiento de Inglés.¿QUÉ OFRECEMOS?     - Contrato Indefinido     - Posibilidad de crecimiento dentro de la empresa     - Formación para que sigamos creciendo juntos     - Posibilidad de trabajo remoto o híbrido     - Banda salarial depende de la experiencia aportada Si te interesa una oportunidad como esta inscríbete y nos pondremos en contacto para conocerte lo antes posible 😊",100% En remoto,Administrador,Jornada completa,2 años,Indefinido,36.000 €-39.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/admin-sistemas-linux-aws-100-remoto-remoto/linux-aws/rf-84e610b24224633e534a,tecnoempleo
iOS Developer - Programador/a,CAS TRAINING,26/01/2024,"ios, Swift, SwiftUI, agil","Cas Training, empresa de referencia con más de 20 años en consultoría tecnológica, outsourcing y formación especializada.🎯Estamos buscando un/una iOS Senior Developer (mínimo 7 años de experiencia, requisito indispensable) para integrarse en equipo de desarrollo de app en el área de people. * Sector Industria.📍Requisitos:- Altos conocimientos en Swift - Conocimientos y experiencia en SwiftUI.- Conocimientos de testing.- Conocimiento profundo de patrones de desarrollo. - Conocimientos avanzados de optimización del rendimiento de aplicaciones móviles. - Buen nivel de inglés B2. - Conocimiento de metodología ágil, Scrum y Kanban.💼 Ofrecemos:​Remoto💯% en España, (No fuera de España).Contratación indefinida.Acceso gratuito a nuestro catálogo anual de formación (Somos Partner de Microsoft, Redhat, Amazon, Google Cloud Platform, Oracle, ITIL, entre otros!)Salario competitivo negociable en base a la experiencia.​​Entorno laboral agradable y proyectos estables.",100% En remoto,Analista Programador,Jornada completa,Más de 5 años,Indefinido,42.000 €-48.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/ios-developer-programador-a-remoto/ios-swift-swiftui-agil-scrum-kanban/rf-40371562f26d23215046,tecnoempleo
Operación de Redes y Sistemas,CAS TRAINING,26/01/2024,"redes, Azure, AWS","Cas Training, empresa de referencia con más de 20 años en consultoría tecnológica, outsourcing y formación especializada, selecciona a Operación de Redes y Sistemas para formar parte de importante proyecto HÍBRIDOEXPERIENCIA:  3 años Operación de Redes y Sistemas: Your Tasks: Experience with Azure and AWS with appropriate certificates. Experience performing network and security administration tasks using industry-standard network equipment and software. Demonstrated ability to prepare, review, test, and deploy network configuration and security software to perform administrative tasks as assigned. Define and Implement Software Defined Networks.Solid knowledge of DHCP, DNS, LDAP, QoS y PKI.Experience designing and maintaining a high performance global cloud network.Experience with Networking DNS, LAN, WAN, VPN.Understanding of IDS-IPS, routing, edge firewalls. Request for new routing to expand Hubs or spokes, or to provide new ones.Addition of new addressing to existing spokes. Addition of new routing to the entitys Hub.Creation of new peerings from new spokes to the entitys Hub.Generation of subnets for workloads.Creation of new routing tables and maintenance.Creation and maintenance of NSGs.Troubleshooting with projects related to both routing and NSGs.Se ofrece:• Formar parte de un equipo altamente cualificado en una empresa en proceso de expansión.• Participar en proyectos innovadores y punteros para grandes clientes de primer nivel en distintos sectores de mercado.• Proyectos de larga duración, estabilidad profesional y progresión laboral.• Contratación Indefinida.• Acceso gratuito al catálogo de formación anual de Cas Training.• Salario negociable en base a la experiencia y valía del candidato/a.",Madrid (Híbrido),Redes,Jornada completa,3 años,Indefinido,21.000 €-24.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/operacion-redes-sistemas-hibrido/redes-azure-aws/rf-a82717bf12f8234c4347,tecnoempleo
Consultor/a Funcional APIs,CAS TRAINING,26/01/2024,"API REST, API DESIGNER","Seleccionamos para proyecto del sector bancario, un Consultor Funcional para proyecto en gobierno global de APIs.Se requiere 3 días de presencialidad en MadridConocimiento y experiencia en el ámbito de diseño de APIS y en gobierno de apis (NO BUSCAMOS UN DESARROLLADOR, NO BUSCAMOS UN PERFIL TECNICO, solo que conozca ese mundo de APISConocimiento funcional / experiencia en revisión de estándares de diseño de APIS, en unificación de criterios de diseño, conceptualización de requerimientos funcionales en Apis y adecuación y unificación de términos.Tecnologias obligatorias: API ,API Rest ,API Designer nivel avanzado",Madrid (Híbrido),Consultor,Jornada completa,2 años,Indefinido,36.000 €-39.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/consultor-funcional-apis-hibrido/api-rest-api-designer/rf-bb8e18216274a3f53341,tecnoempleo
Programador/a Java Angular,CAS TRAINING,26/01/2024,"java, angular","Cas Training, empresa de referencia con más de 20 años en consultoría tecnológica, outsourcing y formación especializada, selecciona a un Programador/a | Java Angular | para formar parte de importante proyecto en modalidad híbrida en MadridRequisitos:- Java Fullstack Developer- Sector Banca- Tecnologías obligatorias: JAVA - Mínimo 3-4 años de experiencia. - Conocimientos avanzados del lenguaje de programación Java (versión 1.8) - Conocimientos avanzados y experiencia demostrable en construcción de aplicaciones web usando AngularJS, Angular, HTML5, Bootstrap, JavaScript, Maven. - Microservicios en Java (springboot, spring cloud) - Conocimientos avanzados en acceso a BBDD a través de JDBC. - Integración Continua Base de datos Oracle (versión 11g o superior) - Conocimientos avanzados de diseño e implementación de modelos de datos relacionales. - Conocimientos avanzados de diseño e implementación de modelos de datos para datawarehouse.- Conocimientos avanzados en sentencias SQL y programación de procedimientos almacenados en PLSQL. - Tecnologías deseables: Conocimientos de alguna herramienta de Business Intelligence: SAP Business Objects 4.2, Power BI, etc... Se ofrece:• Formar parte de un equipo joven y dinámico altamente cualificado en una empresa en proceso de expansión.• Participar en proyectos innovadores y punteros para grandes clientes de primer nivel en distintos sectores de mercado.• Proyectos de larga duración, estabilidad profesional y progresión laboral.• Contratación Indefinida.• Acceso gratuito al catálogo de formación anual de Cas Training.• Salario negociable en base a la experiencia y valía del candidato/a",Madrid (Híbrido),Programador,Jornada completa,3-5 años,Indefinido,33.000 €-36.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/programador-java-angular-hibrido/java-angular/rf-59a3148402baa323e94d,tecnoempleo
Project Leader Java / Spring Boot,CAS TRAINING,26/01/2024,"java, spring boot, microservicios","Seleccionamos para proyecto del sector Industria con ubicación en Madrid ( puede requerir presencialidad puntual en Zona Coslada norte ) un project Leader con experiencia en Java.- Java Obligatorio Spring Boot y Microservicios deseable- Conocimiento y experiencia en integración continua. ´- Buen nivel de SQL.- Orientación a calidad: buenas prácticas de desarrollo, conocimiento de patrones de diseño, testing avanzado, control de calidad de código.- Interoperabilidad/Integración: HTTP, REST, SOAP, mensajería, colas.- BBBDD: SQL, DB2, Couchbase- Herramientas: JIRA, Bamboo, SVN, GIT- Marcos de trabajo Agile.Horario: L-J: 8:30 – 18:00, V: 8:00-15:00Somos CAS TRAINING, empresa especializada en formación IT, consultoría y outsourcing.Se ofrece:- Contrato indefinido con CAS TRAINING- Acceso a nuestro catálogo de formación oficial en IT",Madrid (Híbrido),Jefe de Proyecto,Jornada completa,Más de 5 años,Indefinido,45.000 €-48.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/project-leader-java-spring-boot-hibrido/java-spring-boot-microservicios/rf-300515b6e2e093bfbf47,tecnoempleo
Gestion de Cambios ITIL,CAS TRAINING,26/01/2024,itil,"Requisitos mínimosEXPERIENCIA: al menos 3 añosFormación técnica en sistemas y/o experiencia en operación de Sistemas.Formación en ITIL: Gestión de CambiosResponsable de la evaluación y gestión de la autorización end to end, vía CAB, de los cambios normales de las áreas de infraestructura y de los cambios de emergencia, vía EXCAB, siempre que el delivery sea Spain y cambios globales.Responsable de la evaluación de la información y del plan reportado en los cambios de emergencia en los delivery protect y CCC. Decidiendo bajo su experiencia si un cambio debe ser elevado al Comité Global o Local o no para su autorización por las diferentes entidades de acuerdo al impacto de los cambiosFuncionesValoración y análisis de los cambios y aprobación de los mismos en los CAB reglamentarios, donde los bancos, torres y productos deleguen esta gestiónGarantizar la correcta asignación de ventanas de intervención para cambios , en base a las matrices preacordadas y el impacto a los servicios críticosParticipación y control de calendario de cambios .Visión global de planes y correlación de eventosResponsable de la coordinación de las pruebas de usuario final con ánimo de garantizar la estabilidad del servicio durante la durante la realización y tras la finalización del cambio ActividadSupervisión end to end de los cambios identificados por la dirección de TI como críticos de seguimiento especial.",Madrid (Híbrido),Helpdesk,Jornada completa,3 años,Indefinido,24.000 €-27.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/gestion-cambios-itil-hibrido/itil/rf-16091ad16265231a0b47,tecnoempleo
