titulo,empresa,fecha,herramientas,descripcion,ubicacion,funciones,jornada,experiencia,tipo_contrato,salario,fecha_scrapeo,portal,url
"Programador/a, analista programador/a java (al menos 1 año de experiencia profesional) (NI04)","Mensoft Consultores, S.L",ace 1d,"['Java', 'JavaScript', 'HTML', 'CSS', 'Jenkins', 'Eclipse', 'Oracle']","¿Interesado/a en nuevos retos? En Mensoft Consultores estamos buscando un/a Programador/a, analista programador/a java (al menos 1 año de experiencia profesional), que quiera entrar a formar parte de un proyecto estable, en uno de nuestros clientes más importantes.REQUISITOS:- Programador/a Java con al menos 1 año de experiencia- Conocimientos en SONAR, JENKINS, DB2, ORACLE, HTML, CSS, Eclipse, CVS, JavaScript, ZK (recomendable), J2EE...CONDICIONES:- Proyecto estable- Modalidad de trabajo híbrida: 2-3 días presencial- Salario: máx. 30K",Madrid,Servicios y tecnología de la información, jornada completa,al menos 1 año,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/madrid/programador-analista-programador-java-al-menos-1-ano-experiencia-profesional-ni04/of-i7422b95b6b4d31b0dd24802f688373?applicationOrigin=search-new&page=20&sortBy=PUBLICATION_DATE
Programadores Full Stack,Servicios Integrales de Informática,hace 1d,[],"Serinsa SL precisa incorporar para su organización programadores /as  full stack.Requisitos obligatorios:· Formación FP Informática o Grado Universitario.- Lenguajes de programación backend Java (requerido)- SQL (requerido) y PL/SQL (opcional)- Frameworks de desarrollo Spring o Spring Boot ( recomendable  ) y Angular TS (requerido).- Lenguajes de programación frontend, especialmente JavaScript, HTML y CSS (opcional)- Tecnologías de bases de datos relacionales, documentales y clave-valor, comoRedis, MongoDB, Oracle DB, o similares (opcional).- Tecnologías de contenerización, como Kubernetes u OpenShift (opcional).- Protocolos relativos a seguridad, como OAuth y OpenID ( opcional ).- Middleware de mensajería, como Apache Kafka o similares ( recomendable  ).- Servicios REST (opcional).- Arquitecturas de software Hexagonal Architecture, Event-Driven Architecture y Microservices Architecture (opcional).Al menos 3 años de experiencia en las tecnologías requeridas.Se necesita establecer la residencia en Mallorca, o ya vivir en Mallorca..SE OFRECE- Contrato fijo. Es trabajo estable y de calidad.- Entre 33.000 y 45.000 Euros brutos anuales, dependiendo de los conocimientos de la persona.- 23 Días laborales de vacaciones + el 24 y el 31 de Diciembre libres.- Ambiente de trabajo altamente técnico y profesional. Buen ambiente de trabajo. Equipo muy bien preparado.- Proyectos técnicamente interesantes, en muchos casos con equipos internacionales.",Palma De Mallorca,Servicios y tecnología de la información, jornada completa,al menos 3 años,indefinido, 33.000€ - 45.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/palma-de-mallorca/programadores-full-stack/of-i8e4e41e54440f480ac88974adae01c?applicationOrigin=search-new&page=28&sortBy=PUBLICATION_DATE
Project Manager - eCommerce Manager,WebImpacto Consulting SL,hace 1d,"['Ecommerce', 'Desarrollo de proyectos', 'Google Analytics', 'Marketing digital', 'SEO', 'SEM', 'PrestashopMagento/Shopify/SalesFore']","¿Quieres formar parte del primer equipo de consultoría especializada en eCommerce?Estamos en el top3 y vamos a por el Liderazgo en Europa; necesitamos a los mejores profesionales en gestion de proyectos para ser los primeros en Calidad y satisfacción de nuestros clientes.Nuestra ambición es la mejor garantía para tu desarrollo profesional. Somos consultores de servicios eCommerce, desarrollo, marketing digital, proyectos omnicanalidad y todo el catálogo de servicios propios para impulsar el negocio de nuestros clientes.Contamos con más de 120 profesionales: expertos en eCommerce, desarrollo Prestashop, Magento, Vtex, Shopify y SalesForce, diseñadores y expertos en UX/UI, consultores en SEO, SEM, especialistas en Marketplaces y en Apps. Desarrollamos soluciones para Dropshipping y gestión de almacenes, Soluciones para retail, radiofrecuencia, POS, Kioscos digitales.Nuestros clientes nos recomiendan y nos impulsan a crecer de forma constante desde hace casi 15 años. Desarrollamos proyectos en América y Europa a través de nuestras oficinas en Toledo, Barcelona, Hungría, Serbia y Colombia.Para impulsar el crecimiento y seguir entregando la mejor calidad a nuestros clientes necesitamos reforzar nuestra capacidad de gestionar los proyectos de grandes clientes.Somos un equipo con mentalidad joven, abierto, optimista. Nos gusta ayudar a los que nos rodean, una organización con puertas abiertas y con acceso a todos los niveles de la empresa, con muchas ganas de divertirnos haciendo un trabajo excepcional.¿Qué te ofrecemos?Trabajarás en una de las primeras agencias de eCommerce en Europa. Formarás parte de un equipo bien organizado, con procedimientos claros y con un objetivo claro: Hacer un trabajo de la máxima calidad para nuestros clientes.Trabajo remoto, aunque deberás visitar a clientes y reunirte con los equipos de Webimpacto. Podrás trabajar desde casa una parte importante del tiempo y a la vez acudir a nuestras oficinas en Badalona y visitar clientes. La mejor combinación para gestionar con eficiencia máxima en tus responsabilidades.Plan de retribución flexible para que puedas ahorrar impuestos por tu retribución, plan de desarrollo profesional, revisado y acompañado para que progreses en tu carrera, planes de formación y un equipazo a tu alrededor en una empresa que lidera, progresa e innova.¿Cuál sería tu trabajo?Ayudamos a los principales eCommerce de España. Caminamos junto a ellos para mejorar sus resultados con una visión 360º. Tu responsabilidad es acompañar a cada cliente hacia una mejora constante.Este es un puesto para alguien que le apasiona el eCommerce, la gestión de distintos modelos de negocio y una clara vocación de servicio a cliente.Como eCommerce Manager y experto en negocio online:Adquirirás el máximo conocimiento del modelo de negocio y de las características concretas de tus clientes.Analizarás el mercado, la competencia y los elementos clave para conocer en profundidad el entorno y la problemática de cada cliente.Adquirirás los conocimientos y utilizarás las herramientas mas adecuadas para gestionar tus cuentas de cliente.Como ConsultorConfigurarás una estrategia a corto, medio y largo plazo que servirá como guía de trabajo en cada caso.Propondrás a cada cliente el servicio y la solución mas adecuada para mejorar su conversión y sus resultados.Orientarás toda la relación con cliente a aspectos de mejora objetiva, no venderás horas, acompañaras a tu cliente en una mejora constante.Como líder y coordinadorGestionarás los proyectos de eEcommerce para nuestros clientes, asignando los tiempos, los recursos y las mejores prácticas para entregar un trabajo de la maxima calidad.Acompañaras el proyecto coordinando las distintas áreas de conocimiento de la empresa, cargas de trabajo, especialidades internas, Billing Control, gestión de incidencias, cumplimiento de fechas.",Badalona,Otras actividades, jornada completa,al menos 3 años,indefinido, 20.000€ - 33.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/badalona/project-manager-ecommerce-manager/of-idd487f621e438281fa2e7925df894e?applicationOrigin=search-new&page=14&sortBy=PUBLICATION_DATE
Project Manager ERP,GRUP DE SERVEIS TRIANGLE,hace 1d,"['Microsoft', 'Agile', 'Liderazgo', 'Comunicación interna', 'Implementación de software', 'Gestión de proyectos', 'ERP', 'Microsoft Dynamics NAV (Navision)', 'business central', 'dynamics 365']","Si conoces los retos que presentan los proyectos de implementación de software, si crees firmemente o has experimentado que hay mejores formas de trabajar, que con transparencia, comunicación, organización y humildad puedes resolver cualquier reto. Únete a nuestro equipo con la misión de revolucionar las implementaciones de Dynamics 365 Business Central.Este trabajo es para ti si eres un apasionado del liderazgo de proyectos más allá de las tareas y timelines y sabes adaptarte a los cambios para encontrar una fórmula ganadora en cada situación.Como Director de Proyectos trabajarás de la mano de roles técnicos y customer-focused. Serás el experto en la metodología Agile de proyectos, gestionando dependencias, alcances, mitigando riesgos, resolviendo problemas, ejecutando contratos y gestionando el timeline y presupuesto del proyecto.The RoleTe encargarás de:- Responsable de la visión general de la carga de trabajo del equipo, para comprometer fechas, cambiar prioridades y reasignar recursos.- Participar activamente en la definición del scope de nuevos proyectos, perfeccionando la metodología de gestión y asumiendo la comunicación de los proyectos.- Desempeñar las tareas del día a día en los proyectos asignados, incluyendo comunicación interna y con el cliente, revisión del avance, resúmenes de estado y asumiendo responsabilidad global del éxito del proyecto.- Monitorizar el cumplimiento de los hitos y el grado de satisfacción de los clientes.- Definir, construir y ejecutar el reporting mensual reportando los resultados y métricas de los proyectos a Finanzas y Dirección.Buscamos una persona con:+ 3 años de experiencia en un rol enfocado a cliente como project manager, consultor o account manager.- Experiencia en la gestión de proyectos alrededor de aplicaciones negocio preferiblemente en modalidad SaaS.- Excelentes capacidades de comunicación tanto escritas como orales en español e inglés.Se valorará positivamente:- Certificación como Scrum Master o similar.- Capacidades de comunicación tanto escritas como orales en catalán.- Conocimientos de Business Central o sector ERP. Aunque este rol no requiere de experiencia previa en Business Central, debes tener curiosidad para aprender y motivación para certificarte en el producto a corto-medio plazo.Podemos ofrecerte:- Espacio coworking en Barcelona y trabajo remoto. También existe la posibilidad de trabajar en las oficinas centrales en Lleida. Todo nuestro equipo está trabajando de forma híbrida.- Retribución salarial basada en la experiencia aportada.- Learning path personalizado.¿Quién somos?Nuestra misión se centra en empoderar a los equipos que gestionan las operaciones y finanzas en PyMEs usando la tecnología de Microsoft Business Central Cloud para que se convierta en su ERP definitivo.Sea cual sea el punto de partida del cliente, le ayudamos a sacar el máximo provecho de Microsoft Business Central Cloud con proyectos de enfoque y precio cerrado.Nuestro objetivo es crear relaciones a largo plazo con nuestros clientes para buscar continuamente la mejora / eficiencia de sus circuitos en Microsoft Business Central Cloud.",Barcelona,Servicios y tecnología de la información, jornada completa,al menos 3 años,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/barcelona/project-manager-erp/of-ifc0ad8d5954eb29dbb4a74855e871f?applicationOrigin=search-new&page=16&sortBy=PUBLICATION_DATE
Project Manager_ Medios de pago_ Hasta 50K_ Teletrabajo,BIGZON,ace 1d,"['Medios de Pago', 'Gestión', 'Gestión de proveedores', 'Agile', 'Banca']","En BIGZON seleccionamos un Project Manager para la gestión de producto e integraciones con terceros en uno de nuestros clientes del sector Banca.FUNCIONES:Gestión y acompañamiento a clientes en integraciones en curso con la plataforma de pagos.Gestión de los squads de trabajo en entorno Agile.Identificar las tareas a abordar, prioridad/criticidad, estimación de esfuerzo y gestión de dependencias.Realizar el seguimiento de tareas del proyecto para detectar cualquier desvío o riesgo, y en su caso, tomar decisiones correctivas.Asegurar que se cumplen con los estándares de calidad y seguridad establecidos.UBICACIÓN: Actualmente Teletrabajo 100%. Imprescindible residencia en la Comunidad de Madrid.SALARIO: Hasta 50.000€ b/a según experiencia y/o conocimientos aportados por el candidato.En esta GRAN ZONA de trabajo que es BIGZON valoramos la diversidad y la inclusión. Estamos comprometidos a crear un entorno de trabajo en el que todas las personas se sientan valoradas y respetadas. Buscamos a quien comparta estos valores y tenga ganas de trabajar en un ambiente sano, colaborativo y orientado a objetivos.¡¡Te esperamos!!",Madrid,Servicios y tecnología de la información, jornada completa,más de 5 años,indefinido, 45.000€ - 50.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/madrid/project-manager_-medios-pago_-hasta-50k_-teletrabajo/of-i34b227913745e7b0893a7e5e5cf3b0?applicationOrigin=search-new&page=8&sortBy=PUBLICATION_DATE
Prácticas Analítica de Datos (Madrid) ID 11506,Naturgy,ace 3d,[],"Estas prácticas te permitirán:Participar en una serie de proyectos enfocados a la mejora de la efectividad de las operaciones a través de la analítica:Crear un modelo predictivo a aplicar en la ejecución por telegestión de operaciones en el punto de suministro.Diseñar un prototipo de plataforma inteligente que, integrada en el flujo de ejecución de las operaciones, permita identificar el momento óptimo en el que deben generarse los comandos asociados.Definir un modelo de reconocimiento de imágenes para utilizar información recogida en la resolución de operaciones en campo que pueda identificar causas raíz de fallos por telegestión y para la detección de situaciones anómalas en las instalaciones y equipos.Utilización de herramientas de IA generativa de Naturgy.Lo que ofrecemos:Ayuda al estudioLugar de realización de las prácticas en Madrid, presencialmente en las oficinas de CL. Antonio Lopez 193.",Madrid,Petróleo y energía, jornada parcial - mañana,no requerida,formativo, 450€ - 600€ Bruto/mes,2024-02-10,infojobs,https://www.infojobs.net/madrid/practicas-analitica-datos-madrid-id-11506/of-if3ffa4886e46bfb5397faba9e2c32e?applicationOrigin=search-new&page=36&sortBy=PUBLICATION_DATE
QA Tester Automation (REMOTO),"Infortec Consultores, S.A.U",hace 1d,[],"En Infortec Consultores ¡Continuamos ampliando nuestro equipo!.Actualmente contamos con un importante y estable proyecto en el que precisamos incorporar un perfil QA TESTER AUTOMATIZACION (REMOTO):RESPONSABILIDADES- Experiencia demostrable de al menos 3 años como QA tester sobre aplicaciones Web.- Captura de requisitos.- Definición estrategia de pruebas.- Diseño y despliegue de entornos de automatización- Diseño y desarrollo de librerías- Desarrollo de planes de prueba, automatización y ejecución planes de pruebas- Revisión de resultados y mantenimiento.- Experiencia de al menos 2 años en automatización de pruebas con Selenium y CucumberOTROS- Capacidad de trabajo en equipo- Resolución de problemas- Valoramos la iniciativa- Resolución de problemas y Capacidad para resolver rápidamente errores e implementar las modificaciones.- Proactividad, proponiendo ideas y soluciones de mejora.- Trabajar de forma autónomaREQUISITOS· Ubicación: Madrid.· Modalidad: Remoto.· Horario: Oficina (L-V).¿QUÉ OFRECEMOS?-Proyecto estable-Contrato indefinido-Teletrabajo-Formación continua-Buen ambiente de trabajo",Madrid,Servicios y tecnología de la información, jornada completa,al menos 3 años,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/madrid/qa-tester-automation-remoto/of-id37ce132204d748dc96f319ef69bd3?applicationOrigin=search-new&page=6&sortBy=PUBLICATION_DATE
"Qa tester automatización  (selenium, webdriver, cucumber) (100% teletrabajo, remoto) (BI02)","Mensoft Consultores, S.L",ace 1d,"['QA', 'Selenium', 'Prueba unitaria', 'Cucumber', 'Gherkin']","¿Interesado/a en nuevos retos? En Mensoft Consultores estamos buscando un/a Qa tester automatización (selenium, webdriver, cucumber) que quiera entrar a formar parte de un proyecto estable, en uno de nuestros clientes más importantes.REQUISITOS:- Tester con experiencia en herramientas webdriver.io, selenium, gherkin/cucumber. Experiencia en el diseño y ejecución de prueba unitarias con capacidad de valorar la calidad de las pruebas unitarias de los equipos.- Inglés alto.CONDICIONES:- Proyecto estable- Modalidad: 100% teletrabajo- Salario: máx. 38K",Madrid,Servicios y tecnología de la información, jornada completa,al menos 1 año,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/madrid/qa-tester-automatizacion-selenium-webdriver-cucumber-100-teletrabajo-remoto-bi02/of-iea440e58134c138e0cc36e10bd01be?applicationOrigin=search-new&page=19&sortBy=PUBLICATION_DATE
RESPONSABLE DE SISTEMAS INFORMÁTICOS - SECTOR RETAIL,Personas y Estrategia,hace 20h,[],"Nuestro cliente, es una importante empresa del sector retail que cuenta con una red de tiendas que comercializan primeras marcas, la compañía tiene presencia a nivel nacional y cuenta con venta on line. En la actualidad, de cara a apoyar el plan de expansión, la compañía ha decidido incorporar un/aRESPONSABLE ITLa misión del puesto es garantizar la actividad comercial y de gestión de la empresa en todos los centros de trabajo, manteniendo y optimizando todos los sistemas tecnológicos e informáticos que la sustentan.PRINCIPALES FUNCIONESDesarrollar e implementar la estrategia tecnológica de la empresa, alineada con los objetivos comerciales.Evaluar y adoptar nuevas tecnologías que mejoren la eficiencia operativa y la competitividad de la organización.Garantizar la integridad, confidencialidad y disponibilidad de los datos y sistemas, implementando políticas y prácticas de seguridad de la información. Mantener los sistemas actualizados, con especial foco en ciberseguridad.Coordinar las operaciones diarias y el soporte técnico, asegurando la disponibilidad continua de los sistemas críticos.Gestionar y mantener los Sistemas informáticos de la compañía, realizando los cambios y mejoras necesarias para ajustarlo a las necesidades de la empresa.Gestionar la infraestructura de tecnologías de la información Hard y Soft, incluyendo servidores, redes, bases de datos y sistemas de almacenamiento.Resolver incidencias y dar soporte a los usuarios.Optimizar el Sistema de Gestión, asegurando la calidad de los datos de la función comercial en sus distintos centros de venta, apoyando las decisiones estratégicas.",Calahorra,Otras actividades, jornada completa,al menos 4 años,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/calahorra/responsable-sistemas-informaticos-sector-retail/of-i4881e5dea24c1b86266776536ad769?applicationOrigin=search-new&page=2&sortBy=PUBLICATION_DATE
React Front End Developer,Arestes,ace 1d,"['React', 'JavaScript', 'Angular', 'CSS3', 'Html5', 'FrontEnd', 'Developer', 'Programador', 'Guissona', 'Proceso online']","ARESTES SERVEIS INFORMÀTICS es una empresa de selección de profesionales informáticos con una larga trayectoria y experiencia en las Tecnologías de la Información.Actualmente, y para una importante compañía del sector agroalimentario, precisamos seleccionar un Programador Front End con experiencia en React, JavaScript, CSS, HTMLFUNCIONES- Desarrollo de funcionalidades en soluciones web- Mantenimiento y desarrollo de las aplicaciones del departamento- Asegurar la calidad de los desarrollos.Se ofrece- Contrato indefinido.- Posición estable con incorporación directa a plantilla de nuestro cliente.- Modalidad de trabajo presencialIncorporación a una empresa líder en su sector y que proporciona máxima estabilidad profesional.- Plan de formación continuo.- Proyección profesional.- Buenas prácticas de programación.- Entorno multidisciplinar, innovador, joven y dinámico, con profesionales altamente cualificados.- Buen clima laboral.- Rango salarial en función de la experiencia aportada por el candidato",Guissona,Informática y telecomunicaciones-Programación, jornada completa,al menos 1 año,indefinido, 26.000€ - 36.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/guissona/react-front-end-developer/of-i2c26af893d418fbe67bc72ae7b9307?applicationOrigin=search-new&page=12&sortBy=PUBLICATION_DATE
React developer | 100% Remote,XLIT Consulting SPRL,hace 31m,"['React', 'Javascript', 'Typescript', 'Saga', 'Redux', 'Git', 'Jest', 'React Native']","XLIT Consultingis looking for aReact Native developerfor a major public sector client.Embrace the Flexibility and Thrive in the Ever-Changing World of Software Development with a 100% Remote Position at a Prestigious Public Company in Brussels, Belgium.Are you a seasoned React Native developer seeking boundless flexibility and the chance to make a meaningful impact in the public sector?If so, we invite you to embark on an extraordinary career journey with us as a React Native Developer for a groundbreaking project at one of the most prominent public institutions in Brussels, Belgium. This is your opportunity to work on a long-term, stable project while enjoying the freedom of a 100% remote position anywhere in the EU/UK.Unleash Your Skills and Passion in a Multicultural and International EnvironmentJoin our diverse team of passionate individuals and collaborate with colleagues from around the globe, fostering an environment of innovation and continuous learning. Our multicultural setting provides a wealth of perspectives, allowing you to expand your knowledge and enhance your professional development.Grasp the Opportunity to Work on a Legacy Project with Long-Term StabilityImmerse yourself in a project that has the potential to revolutionize the public transportation system in Brussels. Our commitment to long-term stability ensures that your contributions will have a lasting impact, while also providing you with the security and peace of mind you deserve.Experience the Joy of Being Valued and HeardYour personal passion, interests, and experience will be highly valued, as your input will play a crucial role in shaping the project's success. We are committed to creating a supportive environment where your voice is heard, and your contributions are recognized and appreciated.Technical Profile Requirements (Required Skills)Total experience on same or similar position 6+ yearsCore expertise in React NativeExperience in Git, JavaScript, Saga, Redux, React-Navigation.Experience in Typescript, Firebase, BitBucket.Experience in GraphQL, Reactotron, Gradle, Fastlane, Testflight, Android Studio, VSCode, Xcode.Knowledge of NPM, Jest, FlowAnalytics, Git NPM, AppStore / PlayStore deployments.Must have worked in Agile projects and be aware of Agile methodologies.Fluent in English (French/Dutch not required)Desirable SkillsUnderstanding of transport domainUnderstanding of JiraKey ResponsibilitiesCollaborating closely with your team to maintain code quality and consistency throughout the project.Harnessing your expertise in React to develop and maintain web applications using clean, scalable code in JavaScript and TypeScript.Designing and implementing automated tests using Jest to ensure the functionality and stability of our web applicationsActively participating in code review and troubleshooting sessions, contributing to the resolution of any code-related issuesJoin us and embark on a journey of innovation, collaboration, and personal growth as you shape the future of public transportation in Brussels.Apply now and let your passion for React Native and software development take center stage!**Important Remark:**If you are willing to relocate to anywhere in Belgium, you have also the possibility of becoming an internal XLIT employee instead of work as contractor/freelancer, enjoying the benefits of a structured work environment, company culture, and career growth opportunities within XLIT.Both options are possible if you would like to relocate, otherwisefrom a different country than Belgium only freelancer/contractor is possibleThere are 2 modalities:Freelancer: daily rate up to 400€/gross anywhere in EU/UKInternal XLIT Employee(only people willing to relocate to Belgium): Salary will be determined based on different variables being the equivalent of the contractor daily ratePlease only people currently living in the EU/UK or willing to move therePlease do not apply if you have no experience",Madrid,, jornada completa,más de 5 años,autónomo, 78.000€ - 88.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/madrid/react-developer-100-remote/of-i4db15bcb7644fd93a00786f7e90668?applicationOrigin=search-new&page=1&sortBy=PUBLICATION_DATE
Responsable de Delegación,DIGI SPAIN TELECOM,ace 1d,[],"Siendo el máximo responsable de la delegación y representante de la compañía en su zona de actuación, su misión principal es garantizar el óptimo funcionamiento de la sede, garantizando  el alineamiento con las políticas y procedimientos corporativos en todas las áreas, y asegurando que la delegación opera bajo los mismos principios que la central.Las principales funciones a realizar serían:- Asegurar el respeto y adherencia de la delegación a las políticas y procedimientos corporativos- Responsable de la supervisión de todo el ciclo de vida del proyecto de despliegue de su zona- Representación de la empresa e Interlocución con las Administraciones Públicas Locales- Supervisión y Gestión del equipo humano de la delegación- Control de costes de la delegación y proyecto- Reporte periódico a la central",Málaga,Telecomunicaciones, jornada completa,más de 5 años,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/malaga/responsable-delegacion/of-ic4ed4c5ef34220ab119418a57e5532?applicationOrigin=search-new&page=18&sortBy=PUBLICATION_DATE
Responsable de Delegación,DIGI SPAIN TELECOM,ace 1d,[],"Siendo el máximo responsable de la delegación y representante de la compañía en su zona de actuación, su misión principal es garantizar el óptimo funcionamiento de la sede, garantizando  el alineamiento con las políticas y procedimientos corporativos en todas las áreas, y asegurando que la delegación opera bajo los mismos principios que la central.Las principales funciones a realizar serían:- Asegurar el respeto y adherencia de la delegación a las políticas y procedimientos corporativos- Responsable de la supervisión de todo el ciclo de vida del proyecto de despliegue de su zona- Representación de la empresa e Interlocución con las Administraciones Públicas Locales- Supervisión y Gestión del equipo humano de la delegación- Control de costes de la delegación y proyecto- Reporte periódico a la central",Málaga,Telecomunicaciones, jornada completa,más de 5 años,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/malaga/responsable-delegacion/of-ic4ed4c5ef34220ab119418a57e5532?applicationOrigin=search-new&page=26&sortBy=PUBLICATION_DATE
Responsable de Infraestructura Cloud,Iaas 365 S.L,ace 1d,[],"IaaS365 es una compañía española proveedora de soluciones y servicios tecnológicos globales, estratégicos e innovadores, nuestro equipo cuenta con más de 15 años de experiencia y reconocimiento en el mundo de los sistemas TI y de los entornos críticos y dispone de las máximas certificaciones del sector.Si eres una persona proactiva, dinámica, entregada, ordenada con muchas ganas de superación, te gusta la tecnología, los retos y quieres trabajar en un entorno joven dinámico y divertido QUEREMOS DARTE LA BIENVENIDA, IAAS365 TE ESPERA .Buscamos personas con muchas ganas de aprender y de comprometerse con la empresa, gente con iniciativa, potencial y acostumbrados a trabajar en equipo.Actualmente nos encontramos en la búsqueda de un profesional que actúe como referente y líder técnico, gestionando la infraestructura y los sistemas de la compañía, coordinando al equipo que da servicio a nuestros clientes, externos e internos.Requisitos:Experiencia de al menos 5 años en la siguientes tecnologías:· Entornos de Virtualización de Servidores: VMware y Nutanix.· Entornos de Virtualización de Escritorios: Citrix y UDS.· Almacenamiento centralizado SAN y NAS.· Gestores de Backup: Veeam B&R, HYCU y/o Commvault.· Conceptos medios de Routing/Switching (Cisco, Mellanox, Aruba, Juniper)· Conceptos medios de Seguridad Perimetral (FW, NGFW, VPNs, etc).Qué podemos ofrecerte:- Incorporación en una compañía consolidada y con crecimiento sostenido desde su creación, donde lo más importante son las personas que la integran.- Plan de carrera y desarrollo profesional a tu medida.- Clases de inglés con profesores nativos.-Contrato indefinido.-Modalidad de trabajo híbrido",Madrid,Servicios y tecnología de la información, jornada completa,más de 5 años,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/madrid/responsable-infraestructura-cloud/of-if30bb6ccd74c62a622d9b3f5d16513?applicationOrigin=search-new&page=28&sortBy=PUBLICATION_DATE
Responsable de Marketing Digital,Consultora tecnológica,hace 2d,"['SEO', 'Redes sociales', 'Google Analytics', 'SEM', 'Marketing', 'LinkedIn', 'Marketing digital', 'YouTube', 'B2B', 'Generación de Leads']","Somos una consultora tecnológica líder en nuestro sector.Nuestro enfoque se centra en ofrecer soluciones integrales y personalizadas que optimizan los procesos empresariales de nuestros clientes.Nos encontramos en búsqueda de un/a Responsable de Marketing Digital apasionado/a y proactivo/a para liderar nuestro departamento de marketing, reportando directamente al CEO.¿Cuáles serían tus responsabilidades?· Definir e implementar estrategias de marketing digital para aumentar la visibilidad de la marca y generar clientes potenciales.· Gestionar y supervisar todas las actividades de marketing digital, incluyendo SEO, SEM, marketing de contenido, email marketing y estrategias en redes sociales.· Crear y ejecutar campañas efectivas de generación de leads para apoyar el ciclo de ventas.· Analizar métricas clave y KPIs para evaluar el rendimiento de las estrategias de marketing y realizar ajustes según sea necesario.· Colaborar estrechamente con el equipo de ventas para alinear estrategias y garantizar la generación y seguimiento de oportunidades de negocio.· Administrar el presupuesto de marketing y asegurar un retorno positivo de la inversión (ROI).¿Qué te ofrecemos?· Oportunidad de formar parte del crecimiento de una empresa innovadora y en expansión.· Flexibilidad horaria y posibilidad de teletrabajo.· Ambiente de trabajo colaborativo y flexible.· Paquete salarial competitivo y beneficios adicionales.¡Si te apasiona el marketing digital y buscas un desafío emocionante en una empresa tecnológica, únete a nuestro equipo y contribuye al éxito de nuestra marca!",Madrid,Servicios y tecnología de la información, jornada completa,más de 5 años,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/madrid/responsable-marketing-digital/of-i2c6a7922ee4a0bb24bd446f38f8180?applicationOrigin=search-new&page=33&sortBy=PUBLICATION_DATE
