titulo,empresa,fecha,herramientas,descripcion,ubicacion,experiencia,tipo_contrato,salario,fecha_scrapeo,url,portal
Service Desk + Inglés,Serem,2023-12-28,"['Soporte / Helpdesk', 'Técnico CAU', 'Técnico de Sistemas', 'ITIL', 'Redes', 'Metodologías', 'Windows']","Nos encontramos en búsqueda activa de un/a Service Desk nivel I y II para trabajar en un importante cliente en Madrid.Rol:Service Desk + InglésRequisitos:- Experiencia en soporte al usuario.- Nivel mínimo de inglés requerido B2.- Experiencia entre uno (1) y tres (3) años en áreas de Service Desk Nivel I - II.- Acostumbrado a trabajar con documentación de Gestión del Conocimiento: Lectura y documentación.- Habilidades y habilidades de atención al cliente.- Visión funcional de servicios y plataformas técnicas.- Capacidad para trabajar en equipo.- Disponibilidad turnos rotativos.Habilidades técnicas obligatorias:- Nivel Medio-Alto: microinformática, redes, servidores, informática de gestión, informática audiovisual -valiosa-, Windows.- Certificaciones valiosas:- Administración de Windows, ITIL, Microsoft Office.- Idiomas: Español, Inglés Técnico.Funciones:- Ayuda y soporte al puesto de trabajo: telefónico, soporte remoto/in situ.- Monitorización: sistemas TIC, plataformas de software propietario, flujos de trabajo. Resolución de alertas.- Atención, resolución y escalamiento de incidencias (Hardware-Software)- Gestión de solicitudes de servicio: Hard/Soft- Atención telefónica: consultas, asesoramiento técnico.- Administración de Sistemas: tareas básicas.Fomentamos un ambiente de trabajo multicultural e inclusivo, no discriminamos por edad, género o creencias; así como ofrecemos igualdad de oportunidades a todo el personal.Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad.Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción.Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato.Somos una empresa española líder en servicios tecnológicos y atracción del talento presente en el mercado desde 1995. Contamos con más de 600 empleados en proyectos tanto nacionales como internacionales en sector.","Madrid, España",Experiencia de 6 meses a 2 años,Indefinido,18.000 - 24.000,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/service-desk-ingles/62372,ticjob
Service Manager con inglés,Sopra Steria ,2023-12-28,"['Webmaster / Web Manager', 'Admin. de Infraestructura']","FuncionesEn Sopra Steria trabajamos para hacer posible la transformación digital de nuestros clientes y para conseguirlo necesitamos seguir creciendo y sumando gracias a personas como tú.Con presencia en más de 25 países y con más de 45.000 colaboradores, nuestra misión es unir talento y proyectos, tratando de ayudarte a que encuentres un lugar en el que poder desarrollar todo tu potencial.¿Te atreves a crear el futuro?RequisitosNo buscamos la perfección, pero, nos gustaría que tuvieras:Experiencia como Service Manager en servicios de Infraestructura/Aplicaciones WebHabilidades comunicativas para iteracturar con los equipos del cliente así como con los distintos proveedoresGeneración de informes con Excel, PowerPoint, PowerBI, etcNivel B2 de inglésSe ofrecePorque sabemos lo que necesitas...Facilidades para ti, para tu tiempo. ¡No todo va a ser trabajo!Participa en proyectos retadores. ¿Te animas a aprender algo nuevo?Crece con un programa de desarrollo continúo personalizadoDisfruta de nuestros Beneficios y accede al Plan de retribución flexibleSmart Sessions ¿Tienes algo que contarnos?¡Atrévete a trabajar de una forma diferente y conócenos!","Madrid, España",> 6 meses experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/service-manager-ingles/62451,ticjob
Programador/a Java Spring Boot con inglés,Sopra Steria ,2023-12-28,"['Programador', 'Analista-Programador', 'Java', 'Spring']","En Sopra Steria trabajamos para hacer posible la transformación digital de nuestros clientes y para conseguirlo necesitamos seguir creciendo y sumando gracias a personas como tú.Nuestros empleados/as coinciden en el gran equipo y ambiente que formamos en Sopra Steria. Somos 50.000 personas trabajando en 30 países y nuestra misión es unir talento y tecnología, tratando de ayudarte a que encuentres un lugar en el que poder desarrollar todo tu potencial.Nos gustaría incorporar en nuestro equipo un/a profesional Programador/a Java Spring Boot con inglés para colaborar en proyecto internacional.Funciones:Diseño, desarrollo, pruebas, despliegues, mantenimiento y mejora de las plataformas y aplicaciones web en arquitectura microservicios.Desarrollo con Java 11 + Spring Boot.Pruebas (unitarias, de integración, de APIs, etc).¡Atrévete a trabajar de una forma diferente y conócenos!RequisitosAl menos 2 años de experiencia como Programador/a Java Spring-Boot.Diseño de interfaces REST/JMS.Buenas prácticas de testing.Inglés alto (se comprobará en entrevista)Valorable:Experiencia en entornos CI/CDExperiencia con contenedores (Docker)Experiencia en entornos cloud.Experiencia con servicios de mensajería (Kafka, RabbitMQ)Se ofrece¿Qué ofrecemos?Porque sabemos lo que necesitas...Facilidades para ti, para tu tiempo. ¡No todo va a ser trabajo!Participa en proyectos retadores. ¿Te animas a aprender algo nuevo?Crece con un programa de desarrollo continúo personalizado.Disfruta de nuestros Beneficios y accede al Plan de retribución flexible.Continúa formándote con nosotros: Tecnología, habilidades, metodologías e idiomas.","Sevilla, España",> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/programador-java-spring-boot-ingles/62449,ticjob
Analista Programador PL/SQL / Inglés alto - 100% REMOTO,Digital Talent Agency,2024-01-02,"['Arquitecto Base de Datos', 'Programador BBDD', 'Programador', 'Fullstack', 'Analista-Programador', 'PL/SQL', 'Oracle']","En DTA te ofrecemos desarrollar proyectos en empresas destacadas del sector tecnológico. Ponemos el foco en tu desarrollo profesional, qué te gusta, cómo eres y con qué tipo de proyectos te sientes motivado.Formamos parte de Zemsania Global Group y juntos, contamos con más de 18 de años de experiencia en asesoramiento profesional a candidatos y búsqueda y selección de perfiles tecnológicos.El Proyecto:BuscamosAnalista Programador PL/SQLpara formar parte un importante cliente internacional del sector banca con posibilidad de trabajo 100% REMOTO (Se requiere residir en España)¿Qué necesitamos de ti?:Seleccionamos perfil con experiencia comoAnalyst Developer PL/SQLen torno a 3-4 años,Experiencia con Oracle, PL/SQL, JIRA.Se requierenivel de Inglés alto, ya que se colabora en un proyecto internacional con Alemania,¿Cuáles serán tus funciones?Diseñar, desarrollar, probar y mantener aplicaciones de datos.Definir casos de pruebaApoyar al usuario empresarial en la ejecución de los casos de prueba. Apoyo en la definición de la estrategia de pruebas.Generar la documentación y registros requeridos por las tareas que le corresponde ejecutar o apoyar para ejecutar.Apoyar al propietario del producto en la definición de historias de usuario y su registro en JIRA.Beneficios:Seguimiento personalizado gracias al acompañamiento de nuestra figura de People Partner.Oportunidades de formación y amplio abanico de retos y proyectos acordes con tus objetivos personales y profesionales.Acceso a beneficios fiscales gracias a nuestro plan de Retribución Flexible (ticket restaurante, ticket transporte, cheque guardería y formación).Formar parte de una empresa responsable y comprometida con la igualdad de oportunidades.Condiciones:Proyecto estable - Larga Duración,Contratación indefinida con Zemsania Global Group,Horario con flexibilidad - verano jornada intensivaRango salarial 40.000 - 51.000 € SBA según experiencia aportada¡Te esperamos!",España,> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/analista-programador-pl-sql-ingles-alto-100-remoto/62469,ticjob
Programador/a Android (100% remoto) (Madrid),Grupo Digital,2023-12-28,"['Programador', 'Java', 'Android', 'Dispositivos Móviles', 'Metodologías', 'Agile', 'Kotlin']","Description:Desde Grupo Digital, estamos en búsqueda de un/a Programador/a Android.Minimum requirements:FuncionesAl menos 2 años de experiencia en Desarrollo de SW.Experiencia con Android, Java, Kotlin.Coordinación de equipos Metodología Agile.Análisis y desarrollo de historias de usuarioPlanificación y estimación de historias de usuario.Interlocución con el cliente.Condiciones Laborales:Duración proyecto: Estable.Ubicación: Madrid.Modalidad de trabajo: 100% remoto.Salario en función de experiencia: 27 - 30.000 € b/a.Grupo DigitalSomos un grupo de empresas tecnológicas, formado actualmente por unos 400 profesionales, en distintas áreas: desarrollo, sistemas, ingeniería automática, consultoría... Si quieres impulsar tu carrera con un proyecto único de la mano de una multinacional de primerísimo nivel, no dudes en presentar tu candidatura. ¡Te esperamos!","Madrid, Madrid, Comunidad de Madrid, España",,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/programador-android-100-remoto-madrid/62457,ticjob
Analista Programador/a Host (Madrid - Remoto),Grupo Digital,2023-12-28,"['Programador', 'Analista-Programador', 'Remedy', 'DB2', 'Cobol', 'Gestores de BD (SGBD)', 'JIRA']","Description:Desde Grupo Digital, buscamos incorporar varios perfiles de Analista Programador Host para un proyecto estable.Minimum requirements:Desde 1 a 5 años de experiencia en:Host (Cobol, DB2, JCL's, IMS)WaterfallDeseable:Gestion de evolutivos en JIRA, gestion de incidencias en Remedy, TeamsuiteInglés nivel medioCondiciones Laborales:Horario: Flexible de 8-9 a 17-18.Ubicación: MadridModalidad: 100% RemotoSalario: A convenir en función del perfil y experiencia aportadaImprescindible residir en territorio español.En cuanto a nosotros:Grupo DigitalSomos un grupo de empresas tecnológicas, formado actualmente por unos 400 profesionales, en distintas áreas: desarrollo, sistemas, ingeniería automática, consultoría... Si quieres impulsar tu carrera con un proyecto único de la mano de una multinacional de primerísimo nivel, no dudes en presentar tu candidatura. ¡Te esperamos!Puedes ampliar la informacion de Grupo Digital en nuestra web: www.grupodigital.eu","Madrid, Madrid, Comunidad de Madrid, España",> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/analista-programador-host-madrid-remoto/62456,ticjob
Programador/a RPG ILE - AS400 (100% REMOTO),Digital Talent Agency,2023-12-28,"['Programador', 'Analista-Programador', 'SQL', 'RPG', 'iSeries (AS/400)']","¿CÓMO ES EL PROYECTO?Trabajarás comoDesarrollador/a RPG ILE, en entornoAS400y con SQL en un proyecto del sector bancario100% en remoto.¿QUÉ TE HARÁ TRIUNFAR?+5 años de experiencia programando RPG ILE en entornos AS400.Experiencia en el sector bancario.¿QUÉ OFRECEMOS?Modalidad de trabajo 100% en remoto.Horario de l9 a 18h, en verano intensivo de 8 a 15h.Posición estable, indefinida y de larga duración.Salario competitivo según experiencia aportada.Oportunidades de formación en tecnologías punteras (Open Webinars).Clases de inglés con diferentes niveles, adaptadas a ti (One to one con personas nativas).Certificaciones pagadas en las últimas tendencias.Amplio abanico de retos y proyectos.Acceso a beneficios fiscales gracias a nuestro plan de Retribución Flexible (ticket restaurante, transporte, guardería y formación).Portal con descuentos en multitud de marcas y servicios.Finalizar el contrato siempre es la última opción, buscamos entre la multitud de proyectos que tenemos otro que pueda interesarte.Seguimiento personalizado gracias al acompañamiento de nuestra figura de People Partner y un Business Manager.Trato cercano y seguimiento: vas a estar en constante comunicación con nosotros para saber cómo avanza el proyecto.¡DA EL PASO PARA COMENZAR TU NUEVA ETAPA PROFESIONAL!",España,> 5 años experiencia,Indefinido,24.000 - 30.000,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/programador-rpg-ile-as400-100-remoto/62450,ticjob
Jefe De Proyecto Técnico,Sopra Steria ,2023-12-26,"['Jefe de Proyecto', 'Jefe de Equipo', 'SQL', 'API', 'Drupal', 'CMS (Gestion de contenidos)', 'JIRA', 'Java', 'GIT', 'Spring', 'Angular', 'Version Control System (VCS)', 'Ionic']","FuncionesEn Sopra Steria trabajamos para hacer posible la transformación digital de nuestros clientes y para conseguirlo necesitamos seguir creciendo y sumando gracias a personas como tú.Con presencia en más de 25 países y con más de 45.000 colaboradores, nuestra misión es unir talento y proyectos, tratando de ayudarte a que encuentres un lugar en el que poder desarrollar todo tu potencial.¿Te atreves a crear el futuro?RequisitosNo buscamos la perfección, pero, nos gustaría que tuvieras....Control de tecnologíaTareas de gestión y procedimientos del clienteDominio de JIRAConocimientos en Angular e Ionic, SQL, Base de Datos Progress, OpenShift, Kibana, API Connet, Microservicios, Java Spring back, Drupal, y GIT.Funciones. 'Se integrará en un equipo mixto con personal interno y personal externo (proveedores de desarrollo de proyectos) para gestionar proyectos con mucha componente técnicaSe ofrecePorque sabemos lo que necesitas...Facilidades para ti, para tu tiempo. ¡No todo va a ser trabajo!Participa en proyectos retadores. ¿Te animas a aprender algo nuevo?Crece con un programa de desarrollo continúo personalizadoDisfruta de nuestros Beneficios y accede al Plan de retribución flexibleSmart Sessions ¿Tienes algo que contarnos?Para que te sientas parte del equipo: andjoy, pádel, running... y un fisio por si acaso!¡Atrévete a trabajar de una forma diferente y conócenos!","Madrid, España",> 6 meses experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/jefe-proyecto-tecnico/62445,ticjob
Arquitecto/a Java,Sopra Steria ,2023-12-26,"['Arquitecto Sistemas', 'Analista-Programador', 'API', 'Kafka', 'Linux', 'Jenkins', 'Java', 'REST', 'GIT', 'Maven', 'Spring', 'Version Control System (VCS)', '.NET', 'Virtualización', 'Docker', 'Kubernetes', 'Bigdata', 'ASP.NET MVC', 'JPA / Hibernate']","FuncionesEn Sopra Steria trabajamos para hacer posible la transformación digital de nuestros clientes y para conseguirlo necesitamos seguir creciendo y sumando gracias a personas como tú.Nuestros empleados coinciden en el gran equipo y ambiente que formamos en Sopra Steria. Somos más de 50.000 personas trabajando en 30 países y nuestra misión es unir talento y tecnología, tratando de ayudarte a que encuentres un lugar en el que poder desarrollar todo tu potencial.Buscamos ampliar el equipo de arquitectura de nuestra Agencia Levante, y para ello nos gustaría incorporar una figura con sólida experiencia en tecnología Java y proyectos de microservicios. Como Arquitecto/a colaborarás en el marco de los proyectos definiendo e implantando una arquitectura técnica basada en arquitecturas modernas.¿Te atreves a crear el futuro?Algunas funciones del día a día comprenderán...Toma de requisitos, diseño, desarrollo y soporte de piezas de arquitectura.Liderar técnicamente el equipo para que se cumplan los objetivos del proyecto.Colaborar en la planificación de las tareas del equipo.RequisitosNo buscamos la perfección, pero nos gustaría que aportaras experiencia/conocimientos en...Experiencia contrastada como Desarrollador/a senior en entorno JavaDiseño y desarrollo de aplicaciones y componentes de arquitectura basados en patrones MVC y DDD, desarrollo SOLID, Patrones de diseño y Patrones de Integración y diseño de bases de datos.Desarrollos siguiendo prácticas de TDD y testing en entornos front y backend.Tecnologías: Java, Spring Framework, Spring Boot, Spring Batch, Hibernate & JPA, GIT, REST, Open API, Maven, Sonar, SoapUI, JUnit, PowerMock, Mockito, Servidores Tomcat/JBoss, Swagger, RAbbitMQ, Kafka.Plataformas/Tecnologías: Linux, Docker, Kubernetes, OpenShift, Jenkins, pipelines (Groovy).Además, valoraremos positivamente experiencia/conocimientos en tecnología Cloud (Google, AWS, Azure).Se ofrece¿Qué ofrecemos?Porque sabemos lo que necesitas...Facilidades para ti, para tu tiempo. ¡No todo va a ser trabajo!Participa en proyectos retadores. ¿Te animas a aprender algo nuevo?Crece con un programa de desarrollo continúo personalizado.Disfruta de nuestros Beneficios y accede al Plan de retribución flexible.Continúa formándote con nosotros: Tecnología, habilidades, metodologías e idiomas.¡Atrévete a trabajar de una forma diferente y conócenos!","Valencia, España",> 6 meses experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/arquitecto-java/62444,ticjob
Analista Programador/a Java,Sopra Steria ,2023-12-26,"['Programador', 'Analista-Programador', 'JSF', 'Java', 'Maven', 'Angular', 'Spring', 'Struts', 'Oracle', 'JPA / Hibernate']","FuncionesEn Sopra Steria trabajamos para hacer posible la transformación digital de nuestros clientes y para conseguirlo necesitamos seguir creciendo y sumando gracias a personas como tú.Nuestros empleados coinciden en el gran equipo y ambiente que formamos en Sopra Steria. Somos 50.000 personas trabajando en 30 países y nuestra misión es unir talento y tecnología, tratando de ayudarte a que encuentres un lugar en el que poder desarrollar todo tu potencial.¿Te atreves a crear el futuro?Nos gustaría reforzar nuestro equipo, con un perfil Senior de Analista Programador/a Java para colaborar en proyectos de análisis y desarrollo Java en el ámbito de Administración Pública. Te integrarás en un gran equipo de profesionales consolidados, donde podrás aportar todo tu conocimiento y experiencia al tiempo que podrás aprender y enriquecer tu expertise. Algunas funciones de tu día a día serán:Investigar incidencias y aportar soluciones eficaces y óptimas.Realizar el diseño técnico de la solución.Toma de requisitos con usuarios y cliente (interacción continua con cliente).Generación de documentación, mejora y evolución de la documentación existente.Gestión de la demanda mediante JIRA.RequisitosNo buscamos la perfección, pero nos gustaría que aportaras experiencia y/o conocimientos en:Titulación Universitaria (Grado, Diplomatura o Ingeniería Técnica).Al menos 4 años de experiencia trabajando en proyectos con Java, SpringBoot, Oracle, Maven, Hibernate, JSF, Angular, Struts...Se ofrecePorque sabemos lo que necesitas...Facilidades para ti, para tu tiempo. ¡No todo va a ser trabajo!Participa en proyectos retadores. ¿Te animas a aprender algo nuevo?Crece con un programa de desarrollo continúo personalizado.Disfruta de nuestros Beneficios y accede al Plan de retribución flexible.Continúa formándote con nosotros: Tecnología, habilidades, metodologías e idiomas.","Valencia, España",> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/analista-programador-java/62443,ticjob
Programador/a Junior con francés,Sopra Steria ,2023-12-26,"['Programador', 'Analista-Programador', 'Metodologías']","Funciones¿Buscas tu primera experiencia en la que formarte y crecer en un entorno internacional?¡Tenemos una misión para ti!¿Te apasionan las nuevas tecnologías?¿Buscas desarrollarte como programador/a?¿Te gustan los retos?Si hemos llamado tu atención ¡ESTE ES TU LUGAR!RequisitosSi has acabado tus estudios o estás a punto de finalizarlos, inscríbete a nuestra oferta y...¡Únete a la experiencia Sopra Steria a través de nuestro programa TakeUp!Se ofreceHorario flexible para que puedas aprovechar tu tiempo libre.Proyectos multiculturales para conocer gente y ¡aprender algo nuevo!Estabilidad laboral para que no te preocupe el mañana.Desarrollo continuo personalizado para que tu crecimiento sea real.Continúa formándote con Friki Sessions, metodologías ágiles e idiomas.Además, podrás acceder a nuestro Plan de retribución flexible.¡Misión cumplida!¡¡Bienvenid@s a la revolución!!","Barcelona, España",Primer empleo,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/programador-junior-frances/62442,ticjob
Analista Programador/a Oracle Forms,Sopra Steria ,2023-12-26,"['Programador', 'Analista-Programador', 'PL/SQL', 'Oracle', 'Forms / Reports']","FuncionesEn Sopra Steria trabajamos para hacer posible la transformación digital de nuestros clientes y para conseguirlo necesitamos seguir creciendo y sumando gracias a personas como tú.Nuestros empleados coinciden en el gran equipo y ambiente que formamos en Sopra Steria. Somos 50.000 personas trabajando en 30 países y nuestra misión es unir talento y tecnología, tratando de ayudarte a que encuentres un lugar en el que poder desarrollar todo tu potencial.¿Te atreves a crear el futuro?Nos gustaría reforzar nuestro equipo, con un perfil Senior de Analista Programador/a Oracle Forms para colaborar en proyectos de análisis y desarrollo Java en el ámbito de Administración Pública. Te integrarás en un gran equipo de profesionales consolidados, donde podrás aportar todo tu conocimiento y experiencia al tiempo que podrás aprender y enriquecer tu expertise. Algunas funciones de tu día a día serán:Investigar incidencias y aportar soluciones eficaces y óptimas.Realizar el diseño técnico de la solución.Toma de requisitos con usuarios y cliente (interacción continua con cliente).Generación de documentación, mejora y evolución de la documentación existente.Gestión de la demanda mediante JIRA.RequisitosNo buscamos la perfección, pero nos gustaría que aportaras:Titulación Universitaria (Grado, Diplomatura o Ingeniería Técnica).Al menos 4 años de experiencia trabajando en proyectos con Oracle Forms, Reports, PL /SQL...Se ofrecePorque sabemos lo que necesitas...Facilidades para ti, para tu tiempo. ¡No todo va a ser trabajo!Participa en proyectos retadores. ¿Te animas a aprender algo nuevo?Crece con un programa de desarrollo continúo personalizado.Disfruta de nuestros Beneficios y accede al Plan de retribución flexible.Continúa formándote con nosotros: Tecnología, habilidades, metodologías e idiomas.","Valencia, España",> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/analista-programador-oracle-forms/62441,ticjob
Frontend Developer,Sopra Steria ,2023-12-26,"['Frontend', 'Esp. UX-UI', 'Programador', 'CSS / CSS3', 'Sass', 'Metodologías', 'Agile', 'GIT', 'Angular', 'Version Control System (VCS)', 'HTML']","FuncionesEn Sopra Steria trabajamos para hacer posible la transformación digital de nuestros clientes y para conseguirlo necesitamos seguir creciendo y sumando gracias a personas como tú.Nuestros empleados/as coinciden en el gran equipo y ambiente que formamos en Sopra Steria. Somos 50.000 personas trabajando en 30 países y nuestra misión es unir talento y tecnología, tratando de ayudarte a que encuentres un lugar en el que poder desarrollar todo tu potencial.Nos gustaría incorporar en nuestro equipo un/a Frontend Developer especializado en Angular para colaborar en el marco de proyectos del sector logístico. Además, podrás participar en otros proyectos importantes, nacionales e internacionales, con fuerte componente técnico, basados en arquitecturas modernas.¿Te atreves a crear el futuro?Algunas funciones de tu día a día serían:Desarrollo de la lógica completa de módulos y mantenimiento de los mismos.Desarrollar soluciones orientadas al usuario.Garantizar la experiencia del usuario y viabilidad técnica de los diseños de la interfaz de usuario.Crear código de alta calidad, reutilizable y mantenible en el tiempo.Crear código óptimo para lograr la máxima velocidad y escalabilidad.Colaborar con desarrolladores/as de back-end y diseñadores web.Desarrollo de pruebas.Solución de problemas y depuración de aplicaciones.RequisitosNo buscamos la perfección, pero nos gustaría que tuvieras...Al menos 4 años de experiencia en desarrollo con Angular 11+Conocimientos de UX o Sistema de DiseñoExperiencia en: HTML, CSS, SASSExperiencia en: GIT y GitFlowExperiencia con tests unitariosExperiencia con end2end test.Experiencia con análisis de código estático y linters.Experiencia en metodologías AgileSe ofrece¿Qué ofrecemos?Porque sabemos lo que necesitas...Facilidades para ti, para tu tiempo. ¡No todo va a ser trabajo!Participa en proyectos retadores. ¿Te animas a aprender algo nuevo?Crece con un programa de desarrollo continúo personalizado.Disfruta de nuestros Beneficios y accede al Plan de retribución flexible.Continúa formándote con nosotros: Tecnología, habilidades, metodologías e idiomas.¡Atrévete a trabajar de una forma diferente y conócenos!","Valencia, España",> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/frontend-developer/62440,ticjob
Programador/a Junior con francés,Sopra Steria ,2023-12-26,"['Programador', 'Analista-Programador', 'Metodologías']","Funciones¿Buscas tu primera experiencia en la que formarte y crecer en un entorno internacional?¡Tenemos una misión para ti!¿Te apasionan las nuevas tecnologías?¿Buscas desarrollarte como programador/a?¿Te gustan los retos?Si hemos llamado tu atención ¡ESTE ES TU LUGAR!RequisitosSi has acabado tus estudios o estás a punto de finalizarlos, inscríbete a nuestra oferta y...¡Únete a la experiencia Sopra Steria a través de nuestro programa TakeUp!Se ofreceHorario flexible para que puedas aprovechar tu tiempo libre.Proyectos multiculturales para conocer gente y ¡aprender algo nuevo!Estabilidad laboral para que no te preocupe el mañana.Desarrollo continuo personalizado para que tu crecimiento sea real.Continúa formándote con Friki Sessions, metodologías ágiles e idiomas.Además, podrás acceder a nuestro Plan de retribución flexible.¡Misión cumplida!¡¡Bienvenid@s a la revolución!!","Valencia, España",Primer empleo,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/programador-junior-frances/62439,ticjob
Programador/a o Analista Programador Java (Remoto),Digital Talent Agency,2023-12-25,"['Backend', 'Programador', 'Java', 'Oracle', 'JBoss (WildFly) / Tomcat']","Buscamos un PROGRAMADOR/A con al menos 3 años de experiencia trabajando en funciones relacionadas¿QUÉ TE HARÁ TRIUNFAR?Muy valorable ubicación en Sevilla o alrededores, aunque también sería válida en residencia en otras ubicaciones a nivel nacional con asistencias puntuales a Sevilla.Perfil de PROGRAMADOR/A ó AP con al menos 2-3 años de experiencia en desarrollo de proyectos Java y bases de datos Oracle.Experiencia mínima de 3 años como analista de sistemas, en desarrollo de proyectos de naturaleza similar en entorno Java, J2EE y base de datos (principalmente Oracle).3 años de experiencia en análisis y desarrollo de modelo de datos.3 años de experiencia en administración y explotación de bases de datos Oracle.3 años de experiencia en administración de servidores de aplicaciones (Tomcat. Jboss, OAS).1 año de experiencia con metodología Métrica 3.MODALIDAD DE TRABAJO: 100% remoto desde cualquier ubicación de España.¿POR QUÉ ELEGIRNOS? ¡Esto es lo que te ofrecemos!Te ofrecemos distintas oportunidades de formación y amplio abanico de retos y proyectos acordes con tus objetivos personales y profesionales: revisión salarial, crecimiento vertical y horizontal. ¡Trabajamos en proyectos retadores!Tenemos distintas oportunidades que ofrecerte! Finalizar tu contrato con nosotros siempre va a ser la última opción, vamos a buscar proyectos para ti según tus necesidades y preferenciasFlexibilidad horaria para poder conciliar vida laboral y personal.Seguimiento personalizado gracias al acompañamiento de nuestra figura de People Partner, y nuestro Business Manager, que siempre van a estar conectados contigo para lo que necesites!Formarás parte de una empresa responsable y comprometida con la igualdad de oportunidades.Trato cercano y seguimiento continuo durante todo el proceso de selección: vas a estar en constante comunicación con nosotros sobre cómo avanza tu candidatura, así como en contacto sobre posibles oportunidades que se adapten a lo que buscas a nivel laboralOfrecemos proyectos completamente estables y de larga duración, en los que podrás desarrollarte profesionalmente y apoyarte en los profesionales que actualmente colaboran en ellos.Proyectos a la carta, podrás valorar el que más se ajuste a tus preferencias a nivel laboral y que puedan encajar en tus búsquedas.Salario competitivo, siempre acorde a las competencias que aportes según tu experiencia.Acceso a beneficios fiscales gracias a nuestro plan de Retribución Flexible (ticket restaurante, ticket transporte, cheque guardería y formación).Nos adaptamos a tus preferencias, tenemos proyectos en modalidad remoto 100%, híbrido o incluso presencial si quieres interactuar de manera presencial con tus compañeros!En Digital Talent Agency te ofrecemos desarrollar proyectos en empresas destacadas del sector tecnológico, poniendo foco en tu desarrollo profesional, qué te gusta, cómo eres y con qué tipo de proyectos te sientes motivado.¡Queremos conocerte!","Sevilla, España",> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/programador-analista-programador-java-remoto/60520,ticjob
