titulo,empresa,fecha,herramientas,descripcion,ubicacion,funciones,jornada,experiencia,tipo_contrato,salario,fecha_scrapeo,url,portal
Desarrollador Fullstack Drupal Seniror,Digrup,26/01/2024,"Drupal, HTML, CSS, JavaScript","¡Se busca desarrollador web fullstack en Drupal! Somos Digrup, una empresa de estrategia digital especializada en desarrollo web, situada en Barcelona. Estamos en constante crecimiento y buscamos un Desarrollador Drupal Senior para unirse a nuestro equipo de desarrollo.Responsabilidades:- Desarrollar e implementar soluciones web eficientes y escalables con Drupal.- Colaborar estrechamente con el equipo de desarrollo para entender los requisitos del proyecto y garantizar la entrega de webs de alta calidad.- Mantener y mejorar continuamente los sitios web ya existentes, identificando y resolviendo proactivamente problemas y bugs.- Participar en la planificación y ejecución de nuevas características y funcionalidades.- Asegurar el cumplimiento de las mejores prácticas de desarrollo y estándares de codificación.Requisitos:- Experiencia sólida como Desarrollador Fullstack, con énfasis en desarrollo Drupal, tanto frontend como backend.- Experiencia comprobada en el desarrollo de proyectos utilizando Drupal 7/8/9/10- Conocimientos profundos de HTML, CSS, JavaScript.- Familiaridad con metodología ágil y prácticas de desarrollo colaborativo.- Habilidad de resolución de problemas y atención al detalle.- Trabajo con GIT y CI- Capacidad de trabajar eficientemente en equipo.- Valorable el conocimiento de desarrollo en Wordpress.¿Qué ofrecemos?- Oportunidad de desarrollo profesional y crecimiento en un entorno dinámico.- Salario competitivo acorde a la experiencia y habilidades.- Formato de trabajo híbrido. - Contrato indefinido- Buena conciliación de la vida personal y laboral.- Trabajo híbrido/remoto, la persona ideal para esta vacante viviría en Barcelona o alrededores, ya que deberá ir 1 vez por semana a oficina.- Jornada intensiva los meses de julio y agosto.Si estás listo/a para formar parte de un entorno de trabajo estimulante y desafiante, y tienes pasión por el desarrollo web, ¡te invitamos a unirte a nuestro equipo!",Barcelona - España,Desarrollador Web,Jornada completa,3 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/desarrollador-fullstack-drupal-seniror-barcelona/drupal-html-css-javascrip/rf-59c615151274a360b040,tecnoempleo
A.P. COBOL CICS DB2 (Alemán C1),Incoming Domain,25/01/2024,"cobol, cics, db2","TELETRABAJO para Desarrolladores (AF, AT, AP, PS) en alguno de los siguientes entornosOFERTAS ACTIVAS:( SE VALORARA NIVEL DE INGLES C1)( NIVEL ALEMAN C1CORE BANKING: CONOCIMIENTO GENERAL DE BANCA ( NO REQUIERE INGLES )                  1.- ANALISTA  DE REQUERIMIENTOS ,  FUNCIONAL  Y  PRUEBAS DE USUARIO                   2.- ANALISTA CORE BANKING REGULATORIO ( MERCADOS FINANCIEROS Y MEDIOS DE PAGO)DWH / ETL . . : INFORMATICA, PL-SQLFrontEnd. . . . : HTML5, HTML, CSS3,APPVERSE, QWT, JAVA SCRIPT , REACTBackEnd. . . . : Indispensable APIs, Spring MVC, API, Maven, GIT, JIRA,. . . . . . . . . . . . : Docker, Kubernetes, Openshift, JUnit, Nexus, SonarQ,. . . . . . . . . . . . : Spring Data, Swagger, AgileJAVA. . . . . . . : J2EE, J2SE,SCRIPT,(SHELL,PYTHON,PERL). . . . . . . . . . . . : MICROSERVICIOS. . . . . . . . . . . . : (SVN,GIT) (API Rest,RAML,Springboot,). . . . . . . . . . . . : (JIRA,REMEDY,GITLAB)HOST . . . . . . : COBOL, CICS,, DB2 , JCLMicrosoft . . . : .NET, C#, VISUAL BASIC ANGULAR , SQL SERVERMobility. . . . . : IOS, ANDROIDOther . . . . . . : C/C++,VISUAL BASICTesting . . . . . : QA, SCRUM,AUTOMATION, MANUAL...DBA . . . . . . . : LINUX,DOCKER,KUBERNETES,JENKINS,ANSIBLE. . . . . . . . . . . .: (MAVEN,GRADLE)(JUNIT,KARMA,JASMINE). . . . . . . . . . . . : (PYTHON,JAVA,GROOVY). . . . . . . . . . . . : (ADMINISTRACION DE REDES)DATABASE . . . : SQL Server, ETLs,DTSX, VISUAL BASIC , . NET , SASTIBCO :                BPM , LINUX",Madrid - España,Analista,Jornada completa,3-5 años,Indefinido,21.000 €-30.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/ap-cobol-cics-db2-aleman-c1-madrid/cobol-cics-db2/rf-d5f81f8202c883623046,tecnoempleo
Arquitecto/a de Sistemas Software,GMV,25/01/2024,"NET, C#, React, C++","¿Buscas un sitio innovador y consolidado en el que desarrollarte profesionalmente? GMV somos un grupo tecnológico con amplia experiencia.Estamos ampliando nuestros equipos enla División de Transporte, buscamos un/una Arquitecto/a de Sistemas Software para dar apoyo en importantes proyectos, siendo un pilar clave en el Diseño y Desarrollo de Soluciones para Sistemas de Transporte Inteligente (ITS).Nos gusta ir al grano, te vamos a contar lo que no está en la red. Si quieres saber más sobre nosotros, accede a la web de GMV.¿A QUÉ RETO TE VAS A ENFRENTAR?Tus principales responsabilidades incluirán:- Diseñar y revisar arquitecturas de sistemas software para la gestión de flotas (FMS), integrando soluciones avanzadas como sistemas de video-vigilancia y conducción eficiente.- Liderar el desarrollo de microservicios cloud-native (AWS, Google Cloud, Azure) utilizando tecnologías punteras como .NET C#, React, y otras.- Trabajar en estrecha colaboración con equipos multidisciplinares para garantizar la integración y eficacia de las soluciones de software.¿QUÉ NECESITAMOS EN NUESTRO EQUIPO?Para esta posición, estamos buscando profesionales con Grado en Ingeniería Informática, Software, o carreras afines.  Experiencia en arquitectura de sistemas software, Conocimientos avanzados yexperiencia en .NET C#, React, C++, SQL Server, Capacidad para liderar el diseño de sistemas complejos, asegurando la calidad y la integración de diferentes componentes de softwarey Experiencia en metodologías de desarrollo ágil y prácticas de integración continua,incluyendo pruebas unitarias y de integración.Valoraremos positivamente conocimientos oexperiencia en Transporte Público.¿QUÉ TE OFRECEMOS?💻 Modelo de trabajo híbrido y 8 semanas alaño de teletrabajo fuera de tu área geográfica habitual🕑 Horario flexible de entrada y salida, y jornada intensiva viernes y verano. 🚀 Desarrollo de plan de carrera personalizado,formación y ayuda para el aprendizaje de idiomas.🌍 Movilidad nacional e internacional. ¿Vienes de otro país? Te ofrecemos un relocation package. 💰 Retribución competitiva con revisionescontinuas, retribución flexible y descuento en marcas. 💪Programa Wellbeing: seguro médico,dental y de accidentes; fruta y café gratis, formación en salud física,mental y económica, y ¡mucho más!⚠️ En nuestros procesos de selecciónsiempre tendrás contacto telefónico y personal, presencial u online, connuestro equipo de talent acquisition. Además, jamás se solicitarántransferencias ni tarjetas bancarias.  Si contactan contigo siguiendo otroproceso, escribe a nuestro equipo a la dirección de correo privacy@gmv.com❤️Promovemos la igualdad de oportunidades en lacontratación comprometidos con la inclusión y la diversidad       ¿A QUE ESPERAS? ÚNETE",Valladolid (Híbrido),Arquitecto TIC,Jornada completa,3 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/arquitecto-sistemas-software-hibrido/net-c-react-c-sql-server/rf-579c1fe4722083c4614d,tecnoempleo
Arquitecto/a Redis,arelance,25/01/2024,"redis, dba, bases de datos, Memcached","En Arelance sabemos que las personas son el activo más importante dentro de una empresa y por tanto invertimos muchos esfuerzos en buscar los mejores profesionales para nuestros clientes, y en ofrecer a nuestros candidatos los mejores proyectos.En este momento buscamos un perfil de desarrollo con conocimientos en arquitecturas de caché de Redis en infraestructura/operaciones y rendimiento en Openshift. ¿Qué buscamos?- Diseñar e implementar arquitecturas robustas basadas en Redis para satisfacer los requisitos específicos de nuestras aplicaciones.- Colaborar estrechamente con los equipos de desarrollo para garantizar la integración eficiente de Redis en nuestros sistemas.- Optimizar el rendimiento y la escalabilidad de las bases de datos Redis.- Desarrollar y mantener las mejores prácticas en la gestión de datos en entornos Redis.- Asegurar la seguridad y la disponibilidad de las soluciones basadas en Redis.- Experiencia en arquitecturas de Redis para proyectos importantes con millones de transacciones y ajuste del rendimiento de Redis. - La programación en Java para conectar con Redis será valorable.Requisitos:- Experiencia comprobada en la arquitectura y administración de sistemas basados en Redis.- Conocimiento profundo de las características y capacidades de Redis.- Habilidades avanzadas en el diseño e implementación de soluciones escalables y de alto rendimiento.- Familiaridad con prácticas de seguridad y protocolos de cifrado en entornos Redis.- Capacidad para trabajar de manera colaborativa en equipos multifuncionales.¿Qué te ofrecemos?- Posibilidad de trabajar en modalidad 100% en remoto- Bandas salariales a negociar según experiencia y entorno aportado.- Horario: L-J (9-19:00) V (8-2.30) flexible , jornada intensiva julio y agosto- Contrato indefinido- Acceso a formaciónSi estás interesado/a en una gran oportunidad como ésta, ¡inscríbete! ¡Queremos conocerte!No se valorarán para la posición candidaturas que no tengan residencia y permiso de trabajo en España y/o no tengan la experiencia requerida.",100% En remoto,Arquitecto TIC,Jornada completa,3 años,Indefinido,33.000 €-42.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/arquitecto-redis-remoto/redis-dba-bases-datos-memcached-cassandra-mongodb-/rf-47a5142f3229237b2c43,tecnoempleo
Desarrollador Full Stack,Soaint España,25/01/2024,"Reactjs, Java, SpringBoot, microservicios","Te preguntarás quién es SOAINT...Somos una compañía estratégica en la que nuestro motor es la TECNOLOGÍA¿Sabes cuál es nuestro propósito?Queremos transformar el mundo a través de la tecnología.¿Nos ayudas?En SOAINT España nos encontramos en búsqueda de un/a Desarrollador Full Stack para formar parte de un proyecto con uno de nuestros clientes más punteros.¿Qué buscamos?:3-4 años de experiencia en lenguaje de programación Java, React.js, Spring boot y conocimientos de microservicios.Se valorará experiencia en StencilJs.¿Qué ofrecemos?Modalidad de trabajo: híbrida.Oficina: zona Cuzco.Contrato indefinido.Seguro médico privado de Sanitas con plus dental.Ticket Restaurante.Acceso a formaciones a tu medida.Clases de inglés. Si crees que puedes ser un match, ¡ANÍMATE A CONOCERNOS!🙌",100% En remoto,Desarrollador Web,Jornada completa,3-5 años,Indefinido,27.000 €-33.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/desarrollador-full-stack-remoto/reactjs-java-springboot-microservicios-ste/rf-ae8412d632bab30cd348,tecnoempleo
Administrador/a HPC,arelance,25/01/2024,"HPC, CentOS, Red Hat, Infiniband","En Arelance sabemos que las personas son el activo más importante dentro de una empresa y por tanto invertimos muchos esfuerzos en buscar los mejores profesionales para nuestros clientes, y en ofrecer a nuestros candidatos los mejores proyectos.En este momento, buscamos un/a profesional de Administración HPC para un proyecto de modalidad híbrida en el que colaboramos en Madrid.¿Qué buscamos en ti?- Profesionales con al menos 4 años de experiencia en el rol.- Diseño/construcción de clústeres informáticos HPC CPU/GPU basados en Linux.- Administración de sistemas y resolución de problemas para clústeres HPC/GPU.- Experiencia previa en SO CentOS (versiones 5.X, 6.X o 7.X.) y Red Hat 7.- Conocimiento en despliegue y gestión de redes Inﬁniband (Ultra Low-latency Networks) y Ethernet.¿Qué podemos ofrecerte?- Incorporación en un proyecto estable.- Contratación indefinida.- Salario acorde a la experiencia aportada.- Acceso a formación.Si tienes interés en una gran oportunidad como ésta, ¡inscríbete! ¡Queremos conocerte!*** Sólo se valorarán candidatos con permiso de trabajo y residencia en España ***",Madrid (Híbrido),Administrador,Jornada completa,Más de 5 años,Indefinido,36.000 €-42.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/administrador-hpc-hibrido/hpc-centos-red-hat-infiniband/rf-f896186632ae0323084b,tecnoempleo
Responsable de sistemas,HAYS,25/01/2024,Windows,"*Esta posición es híbrida en el Barcelona*Buscamos un/a responsable de sistemas para mantener, actualizar y gestionar los servidores de una empresa multinacional ubicada en Barcelona,En este puesto es necesario tener ingenio. Debes poder diagnosticar y solucionar problemas rápidamente. También debes ser paciente a la hora de comunicarte con diversos equipos multidisciplinares y usuarios.Tu objetivo será garantizar que la infraestructura tecnológica funciona eficientemente y sin interrupciones.Responsabilidades - Instalar y configurar servidores de red.  - Gestionar servidores de red y herramientas tecnológicas  - Configurar cuentas y estaciones de trabajo.  - Gestión del equipo de infraestructura.  - Administración, supervisión y configuración de Windows.  - Supervisar el rendimiento y mantener los sistemas según los requisitos  - Solucionar problemas e interrupciones  - Garantizar la seguridad a través de controles de acceso, copias de seguridad y firewalls.  - Actualizar los sistemas con nuevos modelos y versiones. Requisitos - Experiencia demostrada como administrador de sistemas o en un puesto similar (+5 años).  - Experiencia gestionando equipos.  - Conocimiento de seguridad de sistemas (por ejemplo, sistemas de detección de intrusión) y recuperación/copia de seguridad de datos  - Estar familiarizado con diversos sistemas operativos y plataformas  - Ingenio y capacidad para solucionar problemas  - Excelentes dotes de comunicación  - Inglés: Medio Ofrecemos: - Contrato indefinido  - Plan de carrera profesional  - Salario competitivo  - Beneficios sociales",Barcelona - España,Técnico de Sistemas,Jornada completa,Más de 5 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/responsable-sistemas-barcelona/windows/rf-e72e11dba231d3215444,tecnoempleo
IT Manager- Gestor de proyectos,Page Personnel,25/01/2024,"Office 365, Dynamics, SAP","Perfil buscado (Hombre/Mujer)Gestión de los proyectos ITMigración del ERPDefinir, diseñar y ejecutar la estrategia de digitalización en funcion de los objetivos de la empresa.Definir proyectos, procesos y prácticas con Office 365:• Cliente final|Empresa en pleno crecimiento-Experiencia en gestión de proyectos durante más de 5 años-Sur de Madrid-Experiencia en O363, Dynamics, SAP..Empresa de importaciónHibrido en el sur de Madrid",Madrid (Híbrido),Jefe de Proyecto,Jornada completa,Más de 5 años,Indefinido,45.000 €-60.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/it-manager-gestor-proyectos-hibrido/office-365-dynamics-sap/rf-f9b81b2802f103381d4a,tecnoempleo
Digital Analytics Specialist,Page Personnel,25/01/2024,"Google analytics, UX","Perfil buscado (Hombre/Mujer)Analytics is a key area that needs support in order to insure the growth of eCommerceo Analyze the digital performanceo AB test within a strategy of Conversion Rate optimizationo Adapt the navigation (UX)o Identify behaviors to make decisions and personalize journeysObjectiveo Analyze the key areas to increase performance based on priorities (cart, checkout, log in...)o Analyze the conversion and main pain-points to improve website performanceo Organize data to identify and influence the most valuable audiences through sales funnel• Analytics & Navigation improvemento Analyze the performance of content and key elements of web (Home Page, Category pages, Themes)o Analyze the performance of customer journey (ex: filters, checkout)o Identify behaviors (ex: gifters, recurring visitors)o Run AB testsCreation of dashboards through visualization tools such as Datastudio for the team (Content, VM..) or other departmentso Weekly and monthly reports to take actions to improve Omni results• Usage of analytics tools to extract insights and implement them in the different areas: Google Analytics, Contentsquare, Power BIo Analyze KPIs and navigation behavior, identify insights and optimize accordingly to achieve ROI and growth targetso Identify the most valuable audiences, segment them and prioritize them in the campaigns• Support on the data accuracy: working closely with agency to ensure data is well tracked on Google Analytics, as well as with BI internally to enrich the PowerBI dashboards that aid different teams.• Liaise with different stakeholders (Content, Merch, Operations, etc.) to compile specific reports and insights utilizing data from analytics tools and give insights to improve conversion on web• 2/3 years of experience in working with Google analytics in e-commerce|English C1-C2Experience:• Experience in e-commerce with website analytics• 2/3 years of experience• Experience in working with Google analytics in e-commerce - additional analytical tools is a plus• Experience working in a highly innovative & fast paced environmentSkills / Nice to have:• Analytical skills and data driven decisions: excellence analyzing traffic performance and pulling insights and actions• Excellence in working with data, analytics and reporting - experience across bidding technology• Good people and communication skills, dynamic, flexible and proactive.• Passionate about Digital and Fashion: new trends• Academic background: BA, digital education* High level of English and Spanish. Working in an international environmentSpanish luxury fashion house specialising in leather goods, clothing, perfumes and other fashion accessories.Six-month temporary contract with the possibility of an indefinite contract laterInternational environmentOpportunity to belong to a leading multinational company in continuous growth.",Madrid - España,Marketing,Jornada completa,3 años,Temporal,30.000 €-36.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/digital-analytics-specialist-madrid/google-analytics-ux/rf-ea2f17f6926ab3d3eb4e,tecnoempleo
IT Support Lead - PageGroup SSC,Page Personnel,25/01/2024,"Windows, MacOS","Perfil buscado (Hombre/Mujer)* Demonstrate strong ownership on committed tasks.* Responsible for managing escalations within the GTS Function Onsite scope.* Responsible for monitoring service quality according to KPI´s, creating reports, and data analysis.* Proactively identify gaps, propose improvement actions, and explore solutions.* Suggest or create valuable documentation articles.* Input into team meeting agenda and coordinate operational tasks and BAU.* Be available to support users and provide constructive feedback.* Build profitable relationships with vendors and third-parties, with the ability to negotiate and procure, aligned with budget control.* Maintain confidentiality when dealing with sensitive or personal issues.* Participate in Interviews, lead operational meetings, and project management.• Expertise and interest in Audio-visual and videoconferencing equipment|Spanish is not required* Knowledge of Windows 10, MacOS, networking components, services, inventory tools, deployment software, endpoint management consoles, and user profiles.* Experience coordinating projects such as HW or SW implementation, office moves, assets lifecycle, etc. especially if at international level.* Expertise and interest in Audio-visual and videoconferencing equipment, especially Crestron and MTR devices. Including supporting corporate live events.* Experience with Service ticketing and Inventory tools (GSD, Jira).* ITIL Oriented, ITIL v4 is positively valued.* Ability to innovate and develop creative and efficient solutions (I+D).* Programming and scripting knowledge for automating is very valued.PageGroup SSC• Food Voucher (1540 euros NET/year)• Health Insurance (Cigna)• Life Insurance• Gym discounts • Bonus• Fruit in the office",Barcelona - España,Soporte Técnico,Jornada completa,3-5 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/it-support-lead-pagegroup-ssc-barcelona/windows-macos/rf-bac31a46b2f03348494e,tecnoempleo
Consultor junior Odoo (h/m),Michael Page,25/01/2024,Odoo,"Perfil buscado (Hombre/Mujer)La persona seleccionada tendrá las siguientes funciones:• Entender las necesidades específicas del cliente.• Recolectar información sobre los procesos empresariales, flujos de trabajo y requisitos funcionales.• Configurar el sistema según las necesidades específicas, definiendo flujos de trabajo.• Colaborar en la integración de Odoo con otros sistemas existentes en la empresa.• Validar que las soluciones propuestas cumplen con los objetivos y requisitos establecidos.• Brindar soporte continuo después de la implementación para resolver problemas y ajustar configuraciones según sea necesario.• Identificar oportunidades de mejora en los procesos empresariales y proponer ajustes en la configuración.• Mantener una comunicación efectiva con los clientes para comprender sus necesidades y expectativas.• Gestionar las expectativas y garantizar la satisfacción del cliente durante todo el ciclo de vida del proyecto.• Conocimientos funcionales en ERP (preferible Odoo)|Híbrido en Torrelavega• Conocimientos de contabilidad o administración de empresas• Conocimientos funcionales en ERP´s o CRM (mejor si es Odoo)• Deseable conocimientos técnicos básicos en bbdd, programación, micrinformática • Deseable conocimientos en gestión de proyectos • Capacidad comunicativa para interactuar con el cliente• Capacidad de comprensión de necesidades del clienteEmpresa del sector tecnológico con producto propio y sedes en Torrelavega y Madrid.Oportunidades de carrera y desarrollo profesional.",Cantabria - España,Consultor,Jornada completa,2 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/consultor-junior-odoo-h-m-cantabria/odoo/rf-bfc91c62125ce32a6e4c,tecnoempleo
Frontend Angular Developer,Page Personnel,25/01/2024,Angular,"Perfil buscado (Hombre/Mujer)• Para el cliente de la consultora, desarrollarás la nueva plataforma web que se está implementando en toda europa• Desarrollarás con un stack de Angular• Trabajarás con un equipo internacional, cuyo idioma principal es el inglés• FRONTEND ANGULAR DEVELOPER - FULL REMOTE|PROYECTO ESTABLE EN IMPORTANTE CONSULTORÍA TECNOLÓGICA INTERNACIONAL• + 2 años de experiencia trabajando con Angular en versiones por encima de la 7• Imprescindible inglés a nivel hablado y escuchado. El proceso y el dia a dia serán mayoritariamente en inglésLa empresa es una importante consultoría tecnológica con oficinas en todo Europa.• Hasta 42.000€ anuales• Trabajo remoto (se puede requerir ir a oficina de manera muy excepcional)• Intensivo los viernes y los meses de verano, navidades y semana santa• Multiples beneficios sociales",Barcelona (Híbrido),Programador,Jornada completa,2 años,Indefinido,30.000 €-45.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/frontend-angular-developer-hibrido/angular/rf-fdb21327222973dc134d,tecnoempleo
Marketing Digital Manager,HAYS,25/01/2024,Marketing,"Desde HAYS estamos colaborando con uno de nuestros clientes, un grupo empresarial especializado en piezas de carrocería para automóvil y que distribuye a los diferentes grupos de clientes; particulares, reparadores, distribuidores mayoristas en varios países europeos. Buscamos un perfil de Marketing Manager que lidere la marca de la empresa. La principal función será la definición de un Plan Estratégico de Marketing, y su posterior puesta en marcha. Junto a los objetivos que defina junto con la Dirección General, deberá desarrollar toda la estrategia en coordinación con el equipo de marketing  y la red comercial. Entre otras, realizará las siguientes tareas: - Definir, crear y hacer seguimiento de la estrategia.  - Implantar nuevos canales de comunicación y mejorar los existentes.  - Gestión y supervisión de contenidos: Web, RRSS, Influencers, prensa, emailing, etc.  - Análisis del mercado, búsqueda de oportunidades de negocio y recomendación de promociones de venta que vinculen las necesidades de los consumidores con las ventajas de los productos de la compañía.  - Propuesta de otras acciones complementarias.  Requisitos  - Formación superior orientada a marketing, publicidad o carreras afines.   - Al menos 5 años de experiencia desarrollando labores similares  - Conocimientos y experiencia en sector e-commerce   - Experiencia y conocimientos en marketing SEO   - Perfil con capacidades de liderazgo Valorable: - Nivel alto de francés y/o inglés  - Preferencia zona Gipuzkoa, se valorarán perfiles remotos.    Ofrecemos: - Contratación estable con cliente  - Formar parte de una compañía en plena expansión  - Compañerismo y ¡buen ambiente!  - Horario de L-j 8:30 a 17:00h, y Viernes 8:00 a 16.00  - Trabajo híbrido/remoto en función de residencia",Gipuzkoa (Híbrido),Marketing,Jornada completa,Más de 5 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/marketing-digital-manager-hibrido/marketing/rf-a35a12d8c2f233c7084d,tecnoempleo
Integrador/a de APIs,HAYS,25/01/2024,"API, java, Maven, Spring","En HAYS estamos colaborando con una empresa que gestiona campañas publicitarias en el punto de venta para llegar a los consumidores durante su proceso de compra.Gracias a su continua investigación sobre el comportamiento del comprador, es capaz de ofrecer las mejores soluciones de comunicación a las marcas basadas en el concepto “Right Place, Right Time”.Estamos actualmente en búsqueda de un Programador/a de APIS para incorporarse a un proyecto retador.Requisitos: - Lenguajes orientados a objetos (Java) y su ecosistema (Maven, Spring, JUnit, etc.)  - Lenguajes web (Angular, Javascript, etc.)  - Bases de Datos (MySQL) y ORM (JooQ)  - Bases de Datos NoSQL (MongoDB) y ODM (Morphia) - Valorable  - Testear APIs con Postman Funciones: - Revisar la documentación de las APIs externas, facilitadas por los proveedores.  - Revisar la documentación de nuestras apps, para entender la integración.  - Realizar la integración entre nuestras apps y los servicios de terceros. Ofrecemos: - Compañía lider en su sector  - Horario flexible  - Contratación como autónomo  - Salario competitivo Estamos esperando perfiles como el tuyo, apasionados con la tecnología y que quiera enfrentarse a un nuevo reto. Si es tu caso, inscríbete en la oferta para que podamos contarte más!",Barcelona - España,Programador,Jornada completa,3 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/integrador-apis-barcelona/api-java-maven-spring/rf-87e019bc32eb530fa346,tecnoempleo
Ingeniero/a I+D,HAYS,25/01/2024,"SolidWorks, Catia","Tu nueva empresaImportante empresa especializada en productos de inyección de plástico, con ubicación en Bages, requiere incorporar un/a Ingeniero/a I+D.Tu nuevo puestoComo Ingeniero/a I+D, reportando al Director de I+D y en estrecha colaboración con el resto de departamentos, la persona seleccionada se encargará de gestionar todo el procesos de desarrollo del producto; desarrollo y diseño de nuevos productos, análisis de costes de materiales, contacto con clientes y proveedores, gestión y solución de problemas técnicos, etc. Qué necesitarás para el puesto Para ello deberás haber cursado una Ingeniería Técnica o similar, experiencia mínima de 3 años como ingeniero en empresas de inyección de plástico, conocimientos en taller, experiencia con programa Solid Works y Catia (V5). Imprescindible nivel alto de inglés. Qué obtendrás a cambioFormarás parte de una empresa sólida y con gran reconocimiento en el sector, con un proyecto atractivo, buen ambiente laboral, colaboración íntegra de proyectos, contrato indefinido y un salario acorde a experiencia aportada. Tu horario será de 8h a 17h (flexible: horario de entrada entre 8h-9:30), teletrabajo, salario 35.000€ - 40.000€ SBA",Barcelona (Híbrido),I+D,Jornada completa,3 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/ingeniero-i-d-hibrido/solidworks-catia/rf-4a881262b2c3036ec841,tecnoempleo
Full Stack Developer (Angular /Java),HAYS,25/01/2024,"Angular, Java","Desde Hays, estamos trabajando para una empresa tecnológica con multitud de proyectos de producto propio al día con las últimas versiones de tecnología, que está buscando incorporar un desarrollador Full Stack con Angular y Java para incorporarse a su equipo.Será el responsable del desarrollo así como del liderazgo técnico del equipo, participarás en las decisiones diseño, desarrollo y arquitectura del software en proyectos del sector movilidad fundamentalmente.¿Qué necesitas?Contar con + 3 años de experiencia en programación Full Stack (Java/Angular), con bases de datos relaciones (PostgreSQL) / no relaciones (MongoDB), liderando técnicamente proyectos de desarrollo, por lo que contar con habilidades de comunicación y gestión de equipo será esencial para liderar un equipo de hasta 3 personas. Además, haber trabajado en la gestión de colas¿Qué obtendrás a cambio?Incorporarte a un equipo joven, innovador con un proyecto estable y solvente, en el que la flexibilidad horaria y la modalidad remota te permitirá tener una conciliación personal.",Valencia - España,Programador,Jornada completa,3 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/full-stack-developer-angular-java-valencia/angular-java/rf-52b9188b222173c6e247,tecnoempleo
Programador/a ABAP (Presencial),Grupo Digital,25/01/2024,"ABAP, SAP","Desde Grupo Digital, estamos en búsqueda de un/a Programador/a ABAP.Ubicación: Getafe (Madrid).Modalidad de trabajo: 100% presencial.Funciones: mantenimiento de la aplicación de SAPSalario: 21.000 -25.000 € B/A en función de experiencia.Funciones:* Al menos 2 de experiencia en desarrollo ABAP - SAP.* Conocimiento de Remedy* Inglés B1Grupo DigitalSomos un grupo de empresas tecnológicas, formado actualmente por unos 400 profesionales, en distintas áreas: desarrollo, sistemas, ingeniería automática, consultoría... Si quieres impulsar tu carrera con un proyecto único de la mano de una multinacional de primerísimo nivel, no dudes en presentar tu candidatura. ¡Te esperamos!",Madrid (Presencial),Programador,Jornada completa,2 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/programador-abap-presencial-presencial/abap-sap/rf-448c1005a257536f7f45,tecnoempleo
Desarrollador Android,Michael Page,25/01/2024,"android, Kotlin","Perfil buscado (Hombre/Mujer)- Diseño y desarrollo de aplicaciones internas con Android y/o Kotlin.- Arquitectura MVVM, inyección de dependencias, etc.- Producto orientado s microservicios.- Definición de historias de usuario y planificación de tareas.- Best practices.- TDD, CI/CD, etc.- Equipo multidisciplinar• Proyecto estable, 100% teletrabajo|Formarás parte de un ecosistema de Talento Tecnológico- Al menos 2-3 años de experiencia demostrable desarrollando con Android.- Experiencia laboral con Kotlin es un plus.- Importante conocer TDD y aplicarlo.- Metodologías ágiles- Interesado en evolucionar y aprender de las nuevas tecnologías.- Vehículo propio.Page Consulting Tech Solutions, es el área de PageGroup especializada en la realización de proyectos IT en clientes, ofreciendo una amplia variedad de soluciones tecnológicas a medida con la flexibilidad y agilidad requerida. • Contrato indefinido con Page Tech Solutions• Salario: 30-42k• Ubicación: Barcelona, alrededores.• Modalidad: 3 días oficina, 2 teletrabajo• Formación continua para desarrollar tu talento• Beneficios sociales y plan de retribución flexible.• Compensación de gastos de teletrabajo• Plan de carrera en un ecosistema de talento tecnológico.",Barcelona (Híbrido),Desarrollador Móvil,Jornada completa,3 años,Indefinido,33.000 €-45.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/desarrollador-android-hibrido/android-kotlin/rf-a79e15a3229203a2f043,tecnoempleo
